Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Year - Date Modified,Area Count,Air Temperature(°F),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Estimated Volume (Dry)(bu/ac),Estimated Volume (Wet)(bu/ac),Moisture(%),Speed(mph),Swath Width(ft),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac),Operation - Name,Monitor - Name,Product - Name
-86.21804609,40.99653861,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.450,10/27/2015,Yes,797.83,48.44,48.84,16.20,2.416,20.00,2712.6,2735.3,Grain Harvest,203748,CORN
-86.21803220,40.99653521,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,3.705,10/27/2015,Yes,797.88,35.50,35.80,16.20,2.745,20.00,1987.9,2004.6,Grain Harvest,203748,CORN
-86.21801627,40.99653136,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.597,10/27/2015,Yes,797.73,40.50,40.88,16.30,2.982,20.00,2267.8,2289.5,Grain Harvest,203748,CORN
-86.21800180,40.99652787,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.201,10/27/2015,Yes,797.83,56.95,57.56,16.40,2.857,20.00,3189.1,3223.4,Grain Harvest,203748,CORN
-86.21798569,40.99652401,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.132,10/27/2015,Yes,797.79,51.94,52.56,16.50,3.094,20.00,2908.7,2943.5,Grain Harvest,203748,CORN
-86.21797050,40.99652022,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,5.996,10/27/2015,Yes,797.79,52.38,53.01,16.50,3.000,20.00,2933.2,2968.4,Grain Harvest,203748,CORN
-86.21795472,40.99651631,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,5.243,10/27/2015,Yes,797.82,44.20,44.78,16.60,3.105,20.00,2474.9,2507.6,Grain Harvest,203748,CORN
-86.21793917,40.99651210,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.984,10/27/2015,Yes,797.82,42.81,43.38,16.60,3.047,20.00,2397.5,2429.1,Grain Harvest,203748,CORN
-86.21792413,40.99650796,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.121,10/27/2015,Yes,797.90,52.83,53.59,16.70,3.029,20.00,2958.2,3000.8,Grain Harvest,203748,CORN
-86.21790705,40.99650367,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,7.235,10/27/2015,Yes,797.88,57.20,58.03,16.70,3.306,20.00,3203.4,3249.6,Grain Harvest,203748,CORN
-86.21789048,40.99649922,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,5.745,10/27/2015,Yes,797.93,44.85,45.50,16.70,3.349,20.00,2511.7,2547.9,Grain Harvest,203748,CORN
-86.21787275,40.99649472,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.849,10/27/2015,Yes,797.89,52.35,53.10,16.70,3.420,20.00,2931.4,2973.6,Grain Harvest,203748,CORN
-86.21785533,40.99649035,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,5.555,10/27/2015,Yes,797.88,42.63,43.24,16.70,3.407,20.00,2387.1,2421.4,Grain Harvest,203748,CORN
