Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.08810697,41.51846632,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,783,4.331,161.70,1.000,983.32,10/19/2016,On,20.00,Yes,25.67,19.60,12910,230.54,12284,219.35,In,-4.127e-015,0.0032,0.627,0.00,64.00,4,2.953,7.158,1.594,11.41,0.00012,0.0069,1650.2,0.259,10/19/2016
-85.08810183,41.51845516,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,784,4.288,161.40,1.000,983.26,10/19/2016,On,20.00,Yes,26.57,19.50,13497,241.02,12858,229.61,In,2.590e-009,0.0032,0.621,0.00,68.00,4,2.924,7.088,1.610,11.41,0.00012,0.0067,1708.3,0.256,10/19/2016
-85.08809705,41.51844450,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,785,4.229,161.10,1.000,983.30,10/19/2016,On,20.00,Yes,26.68,19.70,13739,245.34,13056,233.15,In,0.0018,0.0032,0.613,0.00,67.00,4,2.883,6.990,1.633,11.41,0.00012,0.0067,1715.0,0.253,10/19/2016
-85.08809159,41.51843318,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,786,4.242,160.10,1.000,983.19,10/19/2016,On,20.00,Yes,27.36,19.70,14050,250.88,13351,238.41,In,0.0018,0.0032,0.614,0.00,65.00,4,2.892,7.012,1.628,11.41,0.00012,0.0065,1759.1,0.253,10/19/2016
-85.08808635,41.51842227,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,787,4.193,160.00,1.000,983.11,10/19/2016,On,20.00,Yes,30.27,19.70,15723,280.77,14942,266.81,In,-0.00045,0.0032,0.607,0.00,64.00,4,2.859,6.930,1.647,11.41,0.00010,0.0059,1945.8,0.251,10/19/2016
-85.08808081,41.51841134,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,788,4.278,159.60,1.000,983.13,10/19/2016,On,20.00,Yes,26.71,19.20,13599,242.84,13004,232.21,In,-0.00045,0.0032,0.620,0.00,69.00,4,2.917,7.071,1.614,11.41,0.00012,0.0066,1717.3,0.256,10/19/2016
-85.08807552,41.51840088,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,789,4.121,159.50,1.000,983.11,10/19/2016,On,20.00,Yes,27.87,18.90,14729,263.03,14137,252.44,In,0.0032,0.0032,0.597,0.00,69.00,4,2.810,6.811,1.676,11.41,0.00011,0.0064,1791.5,0.246,10/19/2016
-85.08807018,41.51839067,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,790,4.222,158.90,1.000,983.10,10/19/2016,On,20.00,Yes,28.82,18.60,14864,265.43,14319,255.69,In,0.0018,0.0032,0.612,0.00,65.00,4,2.879,6.979,1.635,11.41,0.00011,0.0062,1852.5,0.252,10/19/2016
-85.08806471,41.51838018,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,791,4.121,158.80,1.000,983.12,10/19/2016,On,20.00,Yes,26.57,19.50,14042,250.75,13377,238.88,In,-0.00045,0.0032,0.597,0.00,68.00,4,2.810,6.811,1.676,11.41,0.00012,0.0067,1707.9,0.246,10/19/2016
-85.08805908,41.51836940,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,792,4.334,158.90,1.000,983.10,10/19/2016,On,20.00,Yes,26.67,20.20,13402,239.31,12656,226.00,In,0.0018,0.0032,0.628,0.00,70.00,4,2.955,7.164,1.593,11.41,0.00012,0.0067,1714.4,0.259,10/19/2016
-85.08805356,41.51835901,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,793,4.012,158.50,1.000,983.03,10/19/2016,On,20.00,Yes,26.02,20.40,14126,252.24,13307,237.62,In,-0.00045,0.0032,0.581,0.00,70.00,4,2.736,6.632,1.721,11.41,0.00012,0.0068,1672.9,0.240,10/19/2016
-85.08804794,41.51834854,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,794,4.203,158.20,1.000,983.12,10/19/2016,On,20.00,Yes,26.19,19.70,13574,242.40,12900,230.35,In,0.00046,0.0032,0.609,0.00,67.00,4,2.866,6.947,1.643,11.41,0.00012,0.0068,1683.9,0.251,10/19/2016
