Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.10600307,41.50284503,DB1-33T16,16/09/27-14:10:23,SOYBEANS,47,3.143,308.80,1.000,996.57,10/24/2016,On,35.00,Yes,2.905,13.00,1150.5,19.17,1150.5,19.17,In,-0.0023,0.0026,0.956,0.00,56.00,3,2.143,9.091,1.046,9.510,0.00091,0.055,174.33,0.225,10/24/2016
-85.10601051,41.50284875,DB1-33T16,16/09/27-14:10:23,SOYBEANS,48,3.061,305.10,1.000,996.56,10/24/2016,On,35.00,Yes,2.317,13.00,942.01,15.70,942.01,15.70,In,0.0018,0.0026,0.931,0.00,60.00,3,2.087,8.854,1.074,9.510,0.0011,0.068,139.01,0.219,10/24/2016
-85.10602294,41.50285411,DB1-33T16,16/09/27-14:10:23,SOYBEANS,49,3.091,299.20,1.000,996.42,10/24/2016,On,35.00,Yes,2.651,13.00,1067.4,17.79,1067.4,17.79,In,-0.0014,0.0026,0.940,0.00,63.00,3,2.107,8.940,1.064,9.510,0.00100,0.060,159.03,0.222,10/24/2016
-85.10602882,41.50285635,DB1-33T16,16/09/27-14:10:23,SOYBEANS,50,2.326,296.40,1.000,996.07,10/24/2016,On,35.00,Yes,1.622,13.00,867.68,14.46,867.68,14.46,In,3.880e-009,0.0032,0.590,0.00,77.00,3,1.586,6.728,1.696,11.41,0.0020,0.117,97.30,0.139,10/24/2016
-85.10602882,41.50285635,DB1-33T16,16/09/27-14:10:23,SOYBEANS,51,0.157,296.40,0.100,996.07,10/24/2016,On,35.00,Yes,1.622,13.00,1281.6,21.36,1281.6,21.36,In,3.880e-009,0.0032,0.040,0.00,77.00,3,1.074,4.555,25.05,114.12,0.020,1.173,97.30,0.0094,10/24/2016
-85.10602662,41.50285535,DB1-33T16,16/09/27-14:10:23,SOYBEANS,52,1.608,296.30,0.900,996.05,10/24/2016,On,35.00,Yes,0.463,13.00,322.65,5.377,322.65,5.377,In,6.470e-009,0.0037,0.349,0.00,83.00,3,1.218,5.167,2.863,14.79,0.0089,0.532,27.78,0.082,10/24/2016
-85.10601745,41.50280931,DB1-33T16,16/09/27-14:10:23,SOYBEANS,53,5.492,210.40,1.000,996.18,10/24/2016,On,33.80,Yes,4.514,13.00,1059.3,17.65,1059.3,17.65,In,0.600,0.0024,1.792,0.00,50.00,3,3.745,15.34,0.558,8.559,0.00053,0.032,270.84,0.437,10/24/2016
-85.10602617,41.50279649,DB1-33T16,16/09/27-14:10:23,SOYBEANS,54,5.187,205.40,1.000,996.10,10/24/2016,On,33.80,Yes,4.255,13.00,1057.3,17.62,1057.3,17.62,In,0.600,0.0024,1.693,0.00,49.00,3,3.537,14.49,0.591,8.559,0.00056,0.034,255.32,0.413,10/24/2016
-85.10603338,41.50278358,DB1-33T16,16/09/27-14:10:23,SOYBEANS,55,4.757,201.50,1.000,995.56,10/24/2016,On,33.80,Yes,2.878,13.00,779.59,12.99,779.59,12.99,In,0.599,0.0024,1.553,0.00,51.00,4,3.244,13.29,0.644,8.559,0.00083,0.050,172.66,0.379,10/24/2016
-85.10603891,41.50277118,DB1-33T16,16/09/27-14:10:23,SOYBEANS,56,4.777,197.80,1.000,995.41,10/24/2016,On,33.80,Yes,3.333,13.00,899.33,14.99,899.33,14.99,In,0.599,0.0024,1.559,0.00,59.00,4,3.257,13.34,0.641,8.559,0.00071,0.043,200.00,0.381,10/24/2016
-85.10604310,41.50275986,DB1-33T16,16/09/27-14:10:23,SOYBEANS,57,4.124,194.70,1.000,995.25,10/24/2016,On,33.80,Yes,3.820,13.00,1193.7,19.89,1193.7,19.89,In,0.600,0.0029,1.101,0.00,64.00,4,2.812,11.52,0.908,10.46,0.00076,0.046,229.18,0.269,10/24/2016
-85.10604637,41.50274922,DB1-33T16,16/09/27-14:10:23,SOYBEANS,58,4.049,192.80,1.000,995.14,10/24/2016,On,33.80,Yes,3.325,13.00,1058.4,17.64,1058.4,17.64,In,0.599,0.0032,0.991,0.00,72.00,4,2.760,11.31,1.009,11.41,0.00095,0.057,199.50,0.242,10/24/2016
-85.10604897,41.50273907,DB1-33T16,16/09/27-14:10:23,SOYBEANS,59,3.510,191.10,1.000,994.94,10/24/2016,On,33.80,Yes,3.044,13.00,1117.7,18.63,1117.7,18.63,In,0.600,0.0037,0.736,0.00,81.00,4,2.394,9.806,1.358,13.31,0.0012,0.073,182.67,0.180,10/24/2016
-85.10605107,41.50272935,DB1-33T16,16/09/27-14:10:23,SOYBEANS,60,3.668,189.40,1.000,995.09,10/24/2016,On,33.80,Yes,4.485,5.200,1575.7,26.26,1575.7,26.26,In,0.598,0.0040,0.718,0.00,87.00,4,2.501,10.25,1.392,14.27,0.00088,0.053,269.07,0.175,10/24/2016
-85.10605291,41.50271887,DB1-33T16,16/09/27-14:10:23,SOYBEANS,61,4.291,188.80,1.000,994.89,10/24/2016,On,33.80,Yes,4.951,5.300,1487.0,24.78,1487.0,24.78,In,0.600,0.0042,0.788,0.00,90.00,4,2.926,11.99,1.269,15.22,0.00085,0.051,297.08,0.192,10/24/2016
-85.10605509,41.50270697,DB1-33T16,16/09/27-14:10:23,SOYBEANS,62,4.364,188.00,1.000,994.87,10/24/2016,On,33.80,Yes,4.826,5.300,1425.5,23.76,1425.5,23.76,In,0.600,0.0045,0.754,0.00,82.00,4,2.975,12.19,1.326,16.17,0.00093,0.056,289.59,0.184,10/24/2016
-85.10605693,41.50269549,DB1-33T16,16/09/27-14:10:23,SOYBEANS,63,4.331,186.90,1.000,994.90,10/24/2016,On,33.80,Yes,5.367,5.400,1597.1,26.62,1597.1,26.62,In,0.600,0.0040,0.848,0.00,79.00,4,2.953,12.10,1.179,14.27,0.00074,0.044,322.01,0.207,10/24/2016
-85.10605802,41.50268367,DB1-33T16,16/09/27-14:10:23,SOYBEANS,64,4.386,185.00,1.000,994.72,10/24/2016,On,33.80,Yes,5.144,5.500,1511.3,25.19,1511.3,25.19,In,0.600,0.0037,0.920,0.00,73.00,4,2.991,12.25,1.087,13.31,0.00072,0.043,308.62,0.225,10/24/2016
