Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.07069547,41.50487182,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,125,4.573,268.50,1.000,1007.6,10/8/2016,On,35.00,Yes,7.124,16.10,1938.7,32.31,1869.6,31.16,In,-0.0023,0.0042,0.869,0.00,79.00,1,3.118,13.23,1.150,15.22,0.00059,0.036,427.46,0.205,10/8/2016
-85.07071283,41.50487144,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,126,4.528,268.90,1.000,1007.8,10/8/2016,On,35.00,Yes,8.455,16.10,2324.3,38.74,2241.5,37.36,In,-3.880e-009,0.0040,0.918,0.00,79.00,1,3.087,13.10,1.089,14.27,0.00047,0.028,507.32,0.216,10/8/2016
-85.07072988,41.50487111,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,127,4.495,268.30,1.000,1008.1,10/8/2016,On,35.00,Yes,9.620,16.10,2663.8,44.40,2568.9,42.82,In,-0.0014,0.0040,0.911,0.00,74.00,1,3.065,13.00,1.097,14.27,0.00041,0.025,577.22,0.215,10/8/2016
-85.07074603,41.50487059,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,128,4.222,267.90,1.000,1008.2,10/8/2016,On,35.00,Yes,8.230,16.10,2425.7,40.43,2339.3,38.99,In,-0.0023,0.0037,0.917,0.00,74.00,1,2.879,12.21,1.090,13.31,0.00045,0.027,493.78,0.216,10/8/2016
-85.07076079,41.50487026,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,129,3.973,267.60,1.000,1008.2,10/8/2016,On,35.00,Yes,9.310,16.10,2916.5,48.61,2812.5,46.88,In,-0.0018,0.0037,0.863,0.00,70.00,1,2.709,11.49,1.159,13.31,0.00040,0.024,558.62,0.203,10/8/2016
-85.07077594,41.50486965,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,130,4.114,267.50,1.000,1008.3,10/8/2016,On,35.00,Yes,8.565,16.20,2590.9,43.18,2495.6,41.59,In,-0.0018,0.0034,0.963,0.00,70.00,1,2.805,11.90,1.039,12.36,0.00040,0.024,513.88,0.227,10/8/2016
-85.07079149,41.50486914,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,131,4.134,267.80,1.000,1008.2,10/8/2016,On,35.00,Yes,8.056,16.20,2425.4,40.42,2336.1,38.94,In,0.0014,0.0034,0.967,0.00,68.00,1,2.819,11.96,1.034,12.36,0.00043,0.026,483.35,0.228,10/8/2016
-85.07080676,41.50486866,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,132,3.780,267.80,1.000,1008.1,10/8/2016,On,35.00,Yes,7.255,16.20,2389.0,39.82,2301.1,38.35,In,-0.0014,0.0032,0.958,0.00,63.00,1,2.577,10.93,1.044,11.41,0.00044,0.026,435.29,0.226,10/8/2016
-85.07081765,41.50486827,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,133,2.520,267.60,1.000,1008.1,10/8/2016,On,35.00,Yes,5.272,16.20,2604.2,43.40,2508.4,41.81,In,-0.0018,0.0032,0.639,0.00,59.00,1,1.718,7.288,1.566,11.41,0.00060,0.036,316.34,0.151,10/8/2016
-85.07082396,41.50486807,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,134,1.526,267.40,1.000,1008.0,10/8/2016,On,35.00,Yes,4.509,16.20,3678.8,61.31,3543.5,59.06,In,0.0014,0.0029,0.422,0.00,63.00,1,1.040,4.413,2.371,10.46,0.00064,0.039,270.57,0.099,10/8/2016
-85.07082980,41.50486793,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,135,2.149,267.40,1.000,1008.1,10/8/2016,On,35.00,Yes,5.116,16.20,2962.9,49.38,2853.9,47.57,In,-0.0014,0.0029,0.594,0.00,65.00,1,1.465,6.216,1.683,10.46,0.00057,0.034,306.95,0.140,10/8/2016
-85.07084374,41.50486725,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,136,3.963,267.00,1.000,1007.8,10/8/2016,On,35.00,Yes,6.168,16.20,1936.8,32.28,1865.6,31.09,In,-0.0018,0.0029,1.096,0.00,69.00,1,2.702,11.46,0.913,10.46,0.00047,0.028,370.06,0.258,10/8/2016
-85.07085923,41.50486645,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,137,3.917,265.30,1.000,1007.6,10/8/2016,On,35.00,Yes,6.423,16.30,2040.7,34.01,1963.3,32.72,In,0.00,0.0034,0.917,0.00,60.00,1,2.671,11.33,1.091,12.36,0.00053,0.032,385.39,0.216,10/8/2016
-85.07087403,41.50486556,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,138,4.035,265.40,1.000,1007.5,10/8/2016,On,35.00,Yes,7.243,16.20,2233.9,37.23,2151.8,35.86,In,0.0018,0.0029,1.116,0.00,55.00,1,2.751,11.67,0.896,10.46,0.00040,0.024,434.60,0.263,10/8/2016
-85.07088905,41.50486464,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,139,4.068,265.30,1.000,1007.3,10/8/2016,On,35.00,Yes,7.498,16.20,2293.8,38.23,2209.4,36.82,In,0.0014,0.0026,1.237,0.00,58.00,1,2.774,11.77,0.808,9.510,0.00035,0.021,449.87,0.292,10/8/2016
-85.07090128,41.50486391,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,140,4.039,264.80,1.000,1007.1,10/8/2016,On,35.00,Yes,8.119,16.20,2502.1,41.70,2410.1,40.17,In,0.00,0.0026,1.228,0.00,60.00,1,2.754,11.68,0.814,9.510,0.00033,0.020,487.17,0.290,10/8/2016
-85.07091866,41.50486270,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,141,3.934,264.90,1.000,1006.8,10/8/2016,On,35.00,Yes,9.358,16.20,2960.8,49.35,2851.9,47.53,In,4.665e-009,0.0026,1.196,0.00,63.00,1,2.682,11.38,0.836,9.510,0.00028,0.017,561.49,0.282,10/8/2016
-85.07093260,41.50486180,SN 3  P28T08,16/09/27-14:06:51,SOYBEANS,142,3.783,264.50,1.000,1006.6,10/8/2016,On,35.00,Yes,9.358,16.20,3078.9,51.32,2965.7,49.43,In,-3.880e-009,0.0029,1.046,0.00,64.00,1,2.579,10.94,0.956,10.46,0.00031,0.019,561.49,0.247,10/8/2016
