Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Protein(%),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.10711354,41.48257878,STOM BAC P0987,16/11/05-06:04:08,CORN,728,9.478,88.50,1.000,964.26,11/7/2016,On,10.00,Yes,8.517,21.60,3914.4,69.90,3631.8,64.85,In,4.990,6553.5,0.0026,0.824,0.00,55.00,5,6.463,7.833,1.214,9.510,0.00031,0.017,547.55,0.680,11/7/2016
-85.10707918,41.48257883,STOM BAC P0987,16/11/05-06:04:08,CORN,729,9.570,88.80,1.000,963.65,11/7/2016,On,10.00,Yes,7.818,21.70,3558.3,63.54,3297.2,58.88,In,4.990,6553.5,0.0024,0.924,0.00,54.00,5,6.525,7.909,1.082,8.559,0.00030,0.017,502.56,0.762,11/7/2016
-85.10704569,41.48257949,STOM BAC P0987,16/11/05-06:04:08,CORN,730,9.295,87.80,1.000,963.34,11/7/2016,On,10.00,Yes,8.021,21.70,3759.2,67.13,3483.4,62.20,In,4.989,6553.5,0.0024,0.897,0.00,50.00,5,6.337,7.681,1.114,8.559,0.00030,0.017,515.65,0.740,11/7/2016
-85.10701456,41.48258054,STOM BAC P0987,16/11/05-06:04:08,CORN,731,8.930,87.50,1.000,962.96,11/7/2016,On,12.50,Yes,7.774,21.10,3033.5,54.17,2832.5,50.58,In,3.742,6553.5,0.0024,1.078,0.00,53.00,5,6.089,9.226,0.928,8.559,0.00031,0.017,499.75,0.711,11/7/2016
-85.10698249,41.48258167,STOM BAC P0987,16/11/05-06:04:08,CORN,732,8.930,86.90,1.000,962.69,11/7/2016,On,10.00,Yes,6.919,20.90,3374.9,60.27,3159.3,56.42,In,4.989,6553.5,0.0024,0.862,0.00,58.00,5,6.089,7.381,1.160,8.559,0.00034,0.019,444.80,0.711,11/7/2016
-85.10695096,41.48258295,STOM BAC P0987,16/11/05-06:04:08,CORN,733,8.930,87.10,1.000,962.22,11/7/2016,On,10.00,Yes,6.859,21.30,3345.8,59.75,3116.2,55.65,In,4.990,6553.5,0.0024,0.862,0.00,53.00,5,6.089,7.381,1.160,8.559,0.00035,0.019,440.96,0.711,11/7/2016
-85.10691926,41.48258410,STOM BAC P0987,16/11/05-06:04:08,CORN,734,8.930,86.10,1.000,961.93,11/7/2016,On,10.00,Yes,5.427,21.70,2647.2,47.27,2453.0,43.80,In,4.989,6553.5,0.0024,0.862,0.00,56.00,5,6.089,7.381,1.160,8.559,0.00044,0.025,348.88,0.711,11/7/2016
-85.10688777,41.48258587,STOM BAC P0987,16/11/05-06:04:08,CORN,735,8.930,85.60,1.000,961.70,11/7/2016,On,10.00,Yes,3.228,21.90,1574.7,28.12,1455.4,25.99,In,4.991,6553.5,0.0024,0.862,0.00,54.00,5,6.089,7.381,1.160,8.559,0.00074,0.041,207.54,0.711,11/7/2016
-85.10685638,41.48258775,STOM BAC P0987,16/11/05-06:04:08,CORN,736,8.930,85.90,1.000,961.56,11/7/2016,On,10.00,Yes,3.803,21.90,1854.8,33.12,1714.3,30.61,In,4.989,6553.5,0.0024,0.862,0.00,53.00,5,6.089,7.381,1.160,8.559,0.00063,0.035,244.45,0.711,11/7/2016
-85.10682509,41.48259016,STOM BAC P0987,16/11/05-06:04:08,CORN,737,8.930,85.90,1.000,961.46,11/7/2016,On,10.00,Yes,2.218,22.00,1082.0,19.32,998.73,17.83,In,4.989,6553.5,0.0024,0.862,0.00,54.00,5,6.089,7.381,1.160,8.559,0.0011,0.060,142.60,0.711,11/7/2016
-85.10679545,41.48259276,STOM BAC P0987,16/11/05-06:04:08,CORN,738,8.658,86.40,1.000,961.42,11/7/2016,On,10.00,Yes,1.742,22.00,876.56,15.65,809.14,14.45,In,4.988,6553.5,0.0024,0.836,0.00,55.00,5,5.903,7.155,1.196,8.559,0.0014,0.076,112.00,0.690,11/7/2016
-85.10554693,41.48272845,STOM BAC P0987,16/11/05-06:04:08,CORN,739,6.378,9.700,1.000,947.46,11/7/2016,On,10.00,Yes,2.223,23.60,1518.1,27.11,1372.6,24.51,In,4.988,6553.5,0.0021,0.693,0.00,46.00,5,4.349,5.271,1.443,7.608,0.00095,0.053,142.89,0.572,11/7/2016
-85.10554402,41.48274537,STOM BAC P0987,16/11/05-06:04:08,CORN,740,6.378,5.500,1.000,947.00,11/7/2016,On,10.00,Yes,6.047,23.70,4129.9,73.75,3729.1,66.59,In,4.990,6553.5,0.0021,0.693,0.00,50.00,5,4.349,5.271,1.443,7.608,0.00035,0.020,388.72,0.572,11/7/2016
-85.10554227,41.48276208,STOM BAC P0987,16/11/05-06:04:08,CORN,741,6.745,1.500,1.000,946.52,11/7/2016,On,10.00,Yes,6.441,23.80,4159.2,74.27,3750.7,66.98,In,4.989,6553.5,0.0024,0.651,0.00,51.00,5,4.599,5.575,1.535,8.559,0.00037,0.021,414.04,0.537,11/7/2016
-85.10554202,41.48277964,STOM BAC P0987,16/11/05-06:04:08,CORN,742,6.378,358.90,1.000,946.31,11/7/2016,On,10.00,Yes,2.501,23.90,1708.2,30.50,1538.4,27.47,In,4.990,6553.5,0.0024,0.616,0.00,46.00,5,4.349,5.271,1.624,8.559,0.00095,0.053,160.79,0.508,11/7/2016
-85.10554327,41.48279351,STOM BAC P0987,16/11/05-06:04:08,CORN,743,6.106,355.30,1.000,945.84,11/7/2016,On,10.00,Yes,2.654,23.90,1893.2,33.81,1705.0,30.45,In,4.989,6553.5,0.0021,0.663,0.00,53.00,5,4.163,5.046,1.508,7.608,0.00080,0.045,170.59,0.547,11/7/2016
-85.10554557,41.48280795,STOM BAC P0987,16/11/05-06:04:08,CORN,744,6.198,354.30,1.000,945.52,11/7/2016,On,10.00,Yes,4.937,24.00,3469.9,61.96,3120.9,55.73,In,4.989,6553.5,0.0024,0.598,0.00,55.00,6,4.226,5.122,1.671,8.559,0.00048,0.027,317.37,0.494,11/7/2016
-85.10554833,41.48282458,STOM BAC P0987,16/11/05-06:04:08,CORN,745,6.926,353.40,1.000,945.14,11/7/2016,On,10.00,Yes,5.870,24.00,3691.8,65.92,3320.4,59.29,In,4.989,6553.5,0.0024,0.669,0.00,67.00,6,4.722,5.724,1.495,8.559,0.00041,0.023,377.34,0.552,11/7/2016
-85.10555145,41.48284518,STOM BAC P0987,16/11/05-06:04:08,CORN,746,7.838,354.10,1.000,944.82,11/7/2016,On,10.00,Yes,6.892,24.00,3830.3,68.40,3445.0,61.52,In,4.988,6553.5,0.0029,0.619,0.00,56.00,6,5.344,6.478,1.615,10.46,0.00042,0.024,443.05,0.511,11/7/2016
-85.10555428,41.48286527,STOM BAC P0987,16/11/05-06:04:08,CORN,747,7.746,353.70,1.000,944.74,11/7/2016,On,10.00,Yes,6.875,24.00,3866.3,69.04,3477.4,62.10,In,4.989,6553.5,0.0026,0.673,0.00,55.00,6,5.281,6.402,1.486,9.510,0.00038,0.022,441.98,0.555,11/7/2016
-85.10555772,41.48288401,STOM BAC P0987,16/11/05-06:04:08,CORN,748,6.926,352.90,1.000,944.99,11/7/2016,On,10.00,Yes,6.490,24.00,4081.7,72.89,3671.1,65.56,In,4.989,6553.5,0.0024,0.669,0.00,47.00,6,4.722,5.724,1.495,8.559,0.00037,0.021,417.20,0.552,11/7/2016
-85.10556142,41.48290074,STOM BAC P0987,16/11/05-06:04:08,CORN,749,6.378,351.70,1.000,945.26,11/7/2016,On,10.00,Yes,5.797,24.20,3959.0,70.70,3551.3,63.42,In,4.989,6553.5,0.0024,0.616,0.00,56.00,6,4.349,5.271,1.624,8.559,0.00041,0.023,372.64,0.508,11/7/2016
-85.10556513,41.48291615,STOM BAC P0987,16/11/05-06:04:08,CORN,750,5.194,351.80,1.000,945.39,11/7/2016,On,10.00,Yes,5.304,24.20,4448.4,79.44,3990.4,71.26,In,4.988,6553.5,0.0024,0.501,0.00,46.00,6,3.541,4.292,1.994,8.559,0.00045,0.025,340.96,0.414,11/7/2016
-85.10570082,41.48275978,STOM BAC P0987,16/11/05-06:04:08,CORN,751,4.101,273.60,1.000,951.81,11/7/2016,On,20.00,Yes,4.172,23.40,2215.6,39.56,2008.4,35.87,In,-0.0036,6553.5,0.0029,0.648,0.00,60.00,6,2.796,6.779,1.543,10.46,0.00070,0.039,268.19,0.267,11/7/2016
-85.10571446,41.48275920,STOM BAC P0987,16/11/05-06:04:08,CORN,752,4.193,271.40,1.000,951.83,11/7/2016,On,20.00,Yes,3.327,23.30,1728.0,30.86,1568.5,28.01,In,1.230e-008,6553.5,0.0029,0.662,0.00,60.00,6,2.859,6.930,1.509,10.46,0.00087,0.049,213.86,0.273,11/7/2016
-85.10572982,41.48275861,STOM BAC P0987,16/11/05-06:04:08,CORN,753,4.101,270.30,1.000,951.74,11/7/2016,On,20.00,Yes,5.405,23.30,2870.5,51.26,2605.6,46.53,In,-0.0046,6553.5,0.0029,0.648,0.00,60.00,6,2.796,6.779,1.543,10.46,0.00054,0.030,347.47,0.267,11/7/2016
-85.10574521,41.48275781,STOM BAC P0987,16/11/05-06:04:08,CORN,754,4.373,269.80,1.000,951.69,11/7/2016,On,20.00,Yes,9.043,23.40,4503.6,80.42,4082.6,72.90,In,-0.0036,6553.5,0.0029,0.691,0.00,60.00,6,2.982,7.229,1.447,10.46,0.00032,0.018,581.34,0.285,11/7/2016
-85.10576138,41.48275742,STOM BAC P0987,16/11/05-06:04:08,CORN,755,4.373,269.50,1.000,951.63,11/7/2016,On,20.00,Yes,9.015,23.40,4489.7,80.17,4069.9,72.68,In,-0.00091,6553.5,0.0029,0.691,0.00,58.00,6,2.982,7.229,1.447,10.46,0.00032,0.018,579.54,0.285,11/7/2016
-85.10577307,41.48275697,STOM BAC P0987,16/11/05-06:04:08,CORN,756,4.193,269.80,1.000,951.63,11/7/2016,On,20.00,Yes,10.62,23.50,5518.3,98.54,4995.8,89.21,In,-0.0046,6553.5,0.0026,0.729,0.00,60.00,6,2.859,6.930,1.372,9.510,0.00025,0.014,682.93,0.301,11/7/2016
-85.10579080,41.48275644,STOM BAC P0987,16/11/05-06:04:08,CORN,757,4.557,269.20,1.000,951.60,11/7/2016,On,20.00,Yes,14.60,23.60,6978.3,124.61,6309.3,112.67,In,-0.0023,6553.5,0.0026,0.792,0.00,63.00,6,3.107,7.532,1.263,9.510,0.00018,0.010,938.62,0.327,11/7/2016
-85.10580614,41.48275616,STOM BAC P0987,16/11/05-06:04:08,CORN,758,4.921,268.60,1.000,951.70,11/7/2016,On,20.00,Yes,17.16,23.60,7595.2,135.63,6867.2,122.63,In,-0.0046,6553.5,0.0029,0.778,0.00,65.00,6,3.355,8.134,1.286,10.46,0.00017,0.0095,1103.2,0.321,11/7/2016
-85.10582320,41.48275583,STOM BAC P0987,16/11/05-06:04:08,CORN,759,4.738,268.70,1.000,951.71,11/7/2016,On,20.00,Yes,17.46,23.70,8025.3,143.31,7246.5,129.40,In,-0.00045,6553.5,0.0032,0.686,0.00,68.00,6,3.230,7.831,1.457,11.41,0.00018,0.010,1122.2,0.283,11/7/2016
-85.10583981,41.48275555,STOM BAC P0987,16/11/05-06:04:08,CORN,760,4.738,268.80,1.000,951.69,11/7/2016,On,20.00,Yes,18.48,23.80,8495.0,151.70,7660.6,136.80,In,-0.0046,6553.5,0.0032,0.686,0.00,65.00,6,3.230,7.831,1.457,11.41,0.00017,0.0096,1187.9,0.283,11/7/2016
-85.10585560,41.48275524,STOM BAC P0987,16/11/05-06:04:08,CORN,761,4.649,268.30,1.000,951.77,11/7/2016,On,20.00,Yes,19.06,22.70,8929.9,159.46,8169.0,145.87,In,-0.0036,6553.5,0.0032,0.673,0.00,68.00,6,3.170,7.684,1.485,11.41,0.00017,0.0093,1225.3,0.278,11/7/2016
-85.10587160,41.48275514,STOM BAC P0987,16/11/05-06:04:08,CORN,762,4.738,268.00,1.000,951.97,11/7/2016,On,20.00,Yes,19.89,20.70,9145.1,163.31,8582.4,153.26,In,-0.0046,6553.5,0.0032,0.686,0.00,72.00,6,3.230,7.831,1.457,11.41,0.00016,0.0089,1278.8,0.283,11/7/2016
-85.10588787,41.48275491,STOM BAC P0987,16/11/05-06:04:08,CORN,763,4.921,267.90,1.000,952.17,11/7/2016,On,20.00,Yes,18.82,21.00,8330.1,148.75,7787.9,139.07,In,-0.00045,6553.5,0.0034,0.658,0.00,73.00,6,3.355,8.134,1.520,12.36,0.00018,0.010,1210.0,0.271,11/7/2016
-85.10590668,41.48275461,STOM BAC P0987,16/11/05-06:04:08,CORN,764,5.194,267.70,1.000,952.30,11/7/2016,On,20.00,Yes,18.03,21.50,7559.6,134.99,7022.8,125.41,In,-0.0023,6553.5,0.0034,0.694,0.00,69.00,6,3.541,8.584,1.440,12.36,0.00019,0.011,1158.8,0.286,11/7/2016
-85.10592014,41.48275412,STOM BAC P0987,16/11/05-06:04:08,CORN,765,4.738,267.40,1.000,952.35,11/7/2016,On,20.00,Yes,17.26,21.60,7935.2,141.70,7362.4,131.47,In,1.237e-008,6553.5,0.0034,0.633,0.00,72.00,6,3.230,7.831,1.579,12.36,0.00020,0.011,1109.6,0.261,11/7/2016
-85.10593971,41.48275360,STOM BAC P0987,16/11/05-06:04:08,CORN,766,4.557,267.10,1.000,952.51,11/7/2016,On,20.00,Yes,18.53,20.30,8858.5,158.19,8355.3,149.20,In,-0.0041,6553.5,0.0034,0.609,0.00,72.00,6,3.107,7.532,1.641,12.36,0.00019,0.010,1191.5,0.251,11/7/2016
-85.10595659,41.48275304,STOM BAC P0987,16/11/05-06:04:08,CORN,767,4.738,266.90,1.000,952.60,11/7/2016,On,20.00,Yes,15.85,20.60,7285.5,130.10,6845.8,122.25,In,1.445e-008,6553.5,0.0034,0.633,0.00,70.00,6,3.230,7.831,1.579,12.36,0.00022,0.012,1018.7,0.261,11/7/2016
-85.10597213,41.48275283,STOM BAC P0987,16/11/05-06:04:08,CORN,768,4.649,267.00,1.000,952.85,11/7/2016,On,20.00,Yes,16.63,20.90,7789.5,139.10,7291.7,130.21,In,-0.0041,6553.5,0.0034,0.622,0.00,72.00,6,3.170,7.684,1.609,12.36,0.00021,0.012,1068.9,0.256,11/7/2016
-85.10598828,41.48275239,STOM BAC P0987,16/11/05-06:04:08,CORN,769,4.738,266.80,1.000,953.05,11/7/2016,On,20.00,Yes,18.10,21.00,8321.3,148.59,7779.6,138.92,In,-0.0023,6553.5,0.0034,0.633,0.00,73.00,6,3.230,7.831,1.579,12.36,0.00019,0.011,1163.6,0.261,11/7/2016
-85.10600446,41.48275215,STOM BAC P0987,16/11/05-06:04:08,CORN,770,4.738,266.60,1.000,953.23,11/7/2016,On,20.00,Yes,19.60,21.00,9008.5,160.87,8422.2,150.40,In,-0.0041,6553.5,0.0034,0.633,0.00,70.00,6,3.230,7.831,1.579,12.36,0.00018,0.0098,1259.7,0.261,11/7/2016
-85.10602153,41.48275166,STOM BAC P0987,16/11/05-06:04:08,CORN,771,4.738,266.80,1.000,953.44,11/7/2016,On,20.00,Yes,22.27,19.90,10238,182.83,9705.3,173.31,In,-0.0023,6553.5,0.0034,0.633,0.00,69.00,6,3.230,7.831,1.579,12.36,0.00015,0.0086,1431.7,0.261,11/7/2016
-85.10603373,41.48275165,STOM BAC P0987,16/11/05-06:04:08,CORN,772,4.465,267.30,1.000,953.68,11/7/2016,On,20.00,Yes,22.70,20.70,11072,197.71,10390,185.54,In,-0.0023,6553.5,0.0034,0.597,0.00,72.00,6,3.044,7.381,1.675,12.36,0.00015,0.0085,1459.2,0.246,11/7/2016
-85.10605248,41.48275132,STOM BAC P0987,16/11/05-06:04:08,CORN,773,4.557,267.10,1.000,953.91,11/7/2016,On,20.00,Yes,21.08,21.50,10073,179.88,9357.9,167.11,In,-0.0023,6553.5,0.0034,0.609,0.00,76.00,6,3.107,7.532,1.641,12.36,0.00016,0.0091,1354.9,0.251,11/7/2016
-85.10606827,41.48275113,STOM BAC P0987,16/11/05-06:04:08,CORN,774,4.738,266.70,1.000,954.06,11/7/2016,On,20.00,Yes,19.65,20.90,9034.0,161.32,8456.6,151.01,In,-0.0046,6553.5,0.0040,0.549,0.00,80.00,6,3.230,7.831,1.822,14.27,0.00020,0.011,1263.2,0.226,11/7/2016
-85.10608561,41.48275033,STOM BAC P0987,16/11/05-06:04:08,CORN,775,4.738,266.70,1.000,954.11,11/7/2016,On,20.00,Yes,16.44,20.10,7560.3,135.00,7148.7,127.66,In,-0.0046,6553.5,0.0037,0.588,0.00,81.00,6,3.230,7.831,1.700,13.31,0.00022,0.013,1057.2,0.243,11/7/2016
-85.10610267,41.48275024,STOM BAC P0987,16/11/05-06:04:08,CORN,776,4.921,267.00,1.000,954.48,11/7/2016,On,20.00,Yes,20.04,20.70,8869.2,158.38,8323.4,148.63,In,1.241e-008,6553.5,0.0040,0.570,0.00,82.00,6,3.355,8.134,1.754,14.27,0.00020,0.011,1288.3,0.235,11/7/2016
-85.10611936,41.48275009,STOM BAC P0987,16/11/05-06:04:08,CORN,777,4.649,267.40,1.000,954.80,11/7/2016,On,20.00,Yes,23.15,21.10,10844,193.65,10126,180.81,In,-0.0023,6553.5,0.0040,0.539,0.00,82.00,6,3.170,7.684,1.856,14.27,0.00017,0.0096,1488.0,0.222,11/7/2016
-85.10613608,41.48274967,STOM BAC P0987,16/11/05-06:04:08,CORN,778,4.921,267.50,1.000,954.98,11/7/2016,On,20.00,Yes,27.12,21.00,12002,214.32,11221,200.37,In,-0.0046,6553.5,0.0040,0.570,0.00,87.00,6,3.355,8.134,1.754,14.27,0.00015,0.0082,1743.4,0.235,11/7/2016
-85.10615466,41.48274876,STOM BAC P0987,16/11/05-06:04:08,CORN,779,5.285,267.50,1.000,955.18,11/7/2016,On,20.00,Yes,30.01,20.00,12367,220.84,11708,209.08,In,-0.0036,6553.5,0.0042,0.574,0.00,87.00,6,3.604,8.736,1.742,15.22,0.00014,0.0079,1929.3,0.237,11/7/2016
-85.10617317,41.48274728,STOM BAC P0987,16/11/05-06:04:08,CORN,780,6.106,267.10,1.000,955.42,11/7/2016,On,20.00,Yes,26.05,19.90,9293.4,165.95,8809.5,157.31,In,-0.00091,6553.5,0.0042,0.663,0.00,94.00,6,4.163,10.09,1.508,15.22,0.00016,0.0091,1674.8,0.274,11/7/2016
-85.10619488,41.48274614,STOM BAC P0987,16/11/05-06:04:08,CORN,781,6.014,267.10,1.000,955.64,11/7/2016,On,20.00,Yes,29.77,20.70,10781,192.51,10117,180.66,In,-0.0041,6553.5,0.0048,0.581,0.00,87.00,6,4.100,9.940,1.722,17.12,0.00016,0.0089,1913.6,0.240,11/7/2016
-85.10621529,41.48274484,STOM BAC P0987,16/11/05-06:04:08,CORN,782,5.469,267.00,1.000,955.77,11/7/2016,On,20.00,Yes,30.69,20.40,12222,218.25,11513,205.59,In,-0.0041,6553.5,0.0045,0.559,0.00,83.00,6,3.729,9.040,1.788,16.17,0.00015,0.0082,1973.0,0.231,11/7/2016
-85.10623244,41.48274356,STOM BAC P0987,16/11/05-06:04:08,CORN,783,5.194,266.60,1.000,955.98,11/7/2016,On,20.00,Yes,28.67,20.20,12022,214.68,11353,202.74,In,-0.0041,6553.5,0.0042,0.564,0.00,89.00,6,3.541,8.584,1.773,15.22,0.00015,0.0083,1842.9,0.233,11/7/2016
-85.10624591,41.48274249,STOM BAC P0987,16/11/05-06:04:08,CORN,784,4.649,266.30,1.000,956.20,11/7/2016,On,20.00,Yes,19.68,20.90,9222.1,164.68,8632.7,154.16,In,-0.00045,6553.5,0.0042,0.505,0.00,86.00,6,3.170,7.684,1.980,15.22,0.00021,0.012,1265.4,0.208,11/7/2016
-85.10626305,41.48274201,STOM BAC P0987,16/11/05-06:04:08,CORN,785,4.373,267.70,1.000,956.73,11/7/2016,On,20.00,Yes,17.20,21.30,8564.0,152.93,7976.2,142.43,In,-0.0023,6553.5,0.0042,0.475,0.00,91.00,6,2.982,7.229,2.105,15.22,0.00025,0.014,1105.5,0.196,11/7/2016
-85.10627539,41.48274164,STOM BAC P0987,16/11/05-06:04:08,CORN,786,4.557,268.00,1.000,957.02,11/7/2016,On,20.00,Yes,15.11,20.40,7220.0,128.93,6801.3,121.45,In,1.252e-008,6553.5,0.0045,0.466,0.00,86.00,6,3.107,7.532,2.146,16.17,0.00030,0.017,971.13,0.192,11/7/2016
-85.10629371,41.48274137,STOM BAC P0987,16/11/05-06:04:08,CORN,787,4.649,267.80,1.000,957.62,11/7/2016,On,20.00,Yes,14.82,20.30,6944.3,124.01,6549.8,116.96,In,-0.0041,6553.5,0.0045,0.475,0.00,89.00,6,3.170,7.684,2.104,16.17,0.00030,0.017,952.88,0.196,11/7/2016
-85.10631063,41.48274092,STOM BAC P0987,16/11/05-06:04:08,CORN,788,4.829,267.00,1.000,957.87,11/7/2016,On,20.00,Yes,17.36,21.00,7829.6,139.82,7320.0,130.71,In,-0.0046,6553.5,0.0045,0.494,0.00,87.00,6,3.293,7.982,2.025,16.17,0.00026,0.014,1116.1,0.204,11/7/2016
-85.10632714,41.48274016,STOM BAC P0987,16/11/05-06:04:08,CORN,789,4.921,267.40,1.000,958.21,11/7/2016,On,20.00,Yes,16.10,21.30,7126.0,127.25,6636.9,118.52,In,-0.0046,6553.5,0.0045,0.503,0.00,87.00,6,3.355,8.134,1.988,16.17,0.00028,0.016,1035.1,0.208,11/7/2016
-85.10634325,41.48273937,STOM BAC P0987,16/11/05-06:04:08,CORN,790,5.013,267.70,1.000,958.57,11/7/2016,On,20.00,Yes,14.28,21.60,6203.0,110.77,5755.2,102.77,In,-0.0036,6553.5,0.0042,0.545,0.00,86.00,6,3.418,8.286,1.836,15.22,0.00030,0.017,917.84,0.225,11/7/2016
-85.10636246,41.48273908,STOM BAC P0987,16/11/05-06:04:08,CORN,791,5.650,267.60,1.000,958.86,11/7/2016,On,20.00,Yes,15.36,20.20,5921.4,105.74,5592.0,99.86,In,-0.0023,6553.5,0.0042,0.614,0.00,87.00,6,3.852,9.338,1.629,15.22,0.00028,0.015,987.40,0.253,11/7/2016
-85.10638275,41.48273872,STOM BAC P0987,16/11/05-06:04:08,CORN,792,5.650,266.80,1.000,959.11,11/7/2016,On,20.00,Yes,13.26,20.20,5113.1,91.31,4828.7,86.23,In,-0.0023,6553.5,0.0045,0.578,0.00,83.00,6,3.852,9.338,1.731,16.17,0.00034,0.019,852.63,0.238,11/7/2016
-85.10640270,41.48273790,STOM BAC P0987,16/11/05-06:04:08,CORN,793,5.285,267.30,1.000,959.34,11/7/2016,On,20.00,Yes,15.02,20.70,6189.2,110.52,5808.3,103.72,In,-0.0023,6553.5,0.0042,0.574,0.00,76.00,6,3.604,8.736,1.742,15.22,0.00028,0.016,965.53,0.237,11/7/2016
-85.10641932,41.48273756,STOM BAC P0987,16/11/05-06:04:08,CORN,794,4.921,267.60,1.000,959.53,11/7/2016,On,20.00,Yes,15.26,21.00,6754.0,120.61,6314.4,112.76,In,-0.0041,6553.5,0.0040,0.570,0.00,85.00,6,3.355,8.134,1.754,14.27,0.00026,0.015,981.05,0.235,11/7/2016
-85.10643549,41.48273694,STOM BAC P0987,16/11/05-06:04:08,CORN,795,5.194,267.50,1.000,959.93,11/7/2016,On,20.00,Yes,12.90,20.30,5410.4,96.61,5103.0,91.13,In,-0.00091,6553.5,0.0040,0.602,0.00,81.00,6,3.541,8.584,1.662,14.27,0.00031,0.017,829.37,0.248,11/7/2016
-85.10645279,41.48273648,STOM BAC P0987,16/11/05-06:04:08,CORN,796,5.194,267.50,1.000,960.30,11/7/2016,On,20.00,Yes,12.12,20.40,5081.6,90.74,4786.9,85.48,In,1.466e-008,6553.5,0.0042,0.564,0.00,85.00,6,3.541,8.584,1.773,15.22,0.00035,0.020,778.97,0.233,11/7/2016
-85.10647228,41.48273583,STOM BAC P0987,16/11/05-06:04:08,CORN,797,5.469,267.50,1.000,960.24,11/7/2016,On,20.00,Yes,11.06,20.90,4405.8,78.68,4124.3,73.65,In,-0.0046,6553.5,0.0040,0.634,0.00,82.00,6,3.729,9.040,1.578,14.27,0.00036,0.020,711.22,0.261,11/7/2016
-85.10649136,41.48273527,STOM BAC P0987,16/11/05-06:04:08,CORN,798,5.469,267.40,1.000,960.38,11/7/2016,On,20.00,Yes,9.840,21.40,3918.6,69.98,3645.0,65.09,In,-0.0041,6553.5,0.0040,0.634,0.00,82.00,6,3.729,9.040,1.578,14.27,0.00040,0.023,632.57,0.261,11/7/2016
-85.10651134,41.48273479,STOM BAC P0987,16/11/05-06:04:08,CORN,799,5.377,267.80,1.000,960.42,11/7/2016,On,20.00,Yes,9.473,21.60,3837.1,68.52,3560.1,63.57,In,-0.0023,6553.5,0.0040,0.623,0.00,76.00,6,3.666,8.888,1.605,14.27,0.00042,0.023,609.01,0.257,11/7/2016
-85.10653035,41.48273430,STOM BAC P0987,16/11/05-06:04:08,CORN,800,5.285,267.70,1.000,960.46,11/7/2016,On,20.00,Yes,9.933,21.80,4093.0,73.09,3787.8,67.64,In,-0.0023,6553.5,0.0037,0.656,0.00,74.00,6,3.604,8.736,1.524,13.31,0.00037,0.021,638.52,0.271,11/7/2016
-85.10654953,41.48273353,STOM BAC P0987,16/11/05-06:04:08,CORN,801,5.285,267.70,1.000,960.46,11/7/2016,On,20.00,Yes,9.496,20.80,3913.0,69.87,3667.5,65.49,In,-0.0036,6553.5,0.0037,0.656,0.00,73.00,6,3.604,8.736,1.524,13.31,0.00039,0.022,610.44,0.271,11/7/2016
-85.10656792,41.48273316,STOM BAC P0987,16/11/05-06:04:08,CORN,802,5.377,267.40,1.000,960.50,11/7/2016,On,20.00,Yes,11.16,22.10,4521.8,80.75,4168.6,74.44,In,-0.00045,6553.5,0.0034,0.719,0.00,74.00,6,3.666,8.888,1.391,12.36,0.00031,0.017,717.68,0.297,11/7/2016
-85.10658739,41.48273254,STOM BAC P0987,16/11/05-06:04:08,CORN,803,5.285,266.90,1.000,960.40,11/7/2016,On,20.00,Yes,12.38,22.10,5102.9,91.12,4704.4,84.01,In,-0.0023,6553.5,0.0034,0.707,0.00,72.00,6,3.604,8.736,1.415,12.36,0.00028,0.016,796.08,0.291,11/7/2016
-85.10660562,41.48273195,STOM BAC P0987,16/11/05-06:04:08,CORN,804,5.285,267.10,1.000,960.52,11/7/2016,On,20.00,Yes,12.50,22.50,5149.6,91.96,4723.0,84.34,In,-0.00045,6553.5,0.0034,0.707,0.00,74.00,6,3.604,8.736,1.415,12.36,0.00027,0.015,803.36,0.291,11/7/2016
-85.10662418,41.48273133,STOM BAC P0987,16/11/05-06:04:08,CORN,805,5.285,267.20,1.000,960.49,11/7/2016,On,20.00,Yes,14.93,21.80,6151.4,109.85,5692.8,101.66,In,-0.00091,6553.5,0.0034,0.707,0.00,73.00,6,3.604,8.736,1.415,12.36,0.00023,0.013,959.65,0.291,11/7/2016
-85.10664325,41.48273111,STOM BAC P0987,16/11/05-06:04:08,CORN,806,5.194,266.90,1.000,960.47,11/7/2016,On,20.00,Yes,14.81,22.10,6211.0,110.91,5725.9,102.25,In,-0.0046,6553.5,0.0034,0.694,0.00,74.00,6,3.541,8.584,1.440,12.36,0.00023,0.013,952.10,0.286,11/7/2016
