Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Protein(%),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.10622497,41.48292359,STOM BAC P0987,16/11/05-06:04:08,CORN,1875,5.194,171.90,1.000,954.43,11/7/2016,On,20.00,Yes,22.72,18.80,9528.5,170.15,9156.4,163.51,In,9.971e-009,6553.5,0.0034,0.694,0.00,72.00,21,3.541,8.584,1.440,12.36,0.00015,0.0085,1460.7,0.286,11/7/2016
-85.10622245,41.48290982,STOM BAC P0987,16/11/05-06:04:08,CORN,1876,5.013,171.40,1.000,954.49,11/7/2016,On,20.00,Yes,20.64,18.70,8969.4,160.17,8629.7,154.10,In,-0.0041,6553.5,0.0034,0.670,0.00,72.00,21,3.418,8.286,1.492,12.36,0.00017,0.0093,1327.2,0.276,11/7/2016
-85.10621957,41.48289606,STOM BAC P0987,16/11/05-06:04:08,CORN,1877,5.194,170.90,1.000,954.44,11/7/2016,On,20.00,Yes,19.49,19.20,8171.8,145.92,7814.0,139.54,In,-0.0023,6553.5,0.0034,0.694,0.00,73.00,21,3.541,8.584,1.440,12.36,0.00018,0.0099,1252.7,0.286,11/7/2016
-85.10621658,41.48288250,STOM BAC P0987,16/11/05-06:04:08,CORN,1878,5.013,171.00,1.000,954.43,11/7/2016,On,20.00,Yes,20.76,19.50,9018.2,161.04,8591.3,153.42,In,-0.00045,6553.5,0.0034,0.670,0.00,72.00,21,3.418,8.286,1.492,12.36,0.00017,0.0093,1334.4,0.276,11/7/2016
-85.10621394,41.48286914,STOM BAC P0987,16/11/05-06:04:08,CORN,1879,5.013,171.20,1.000,954.49,11/7/2016,On,20.00,Yes,21.35,18.90,9277.4,165.67,8904.1,159.00,In,-0.0023,6553.5,0.0034,0.670,0.00,67.00,21,3.418,8.286,1.492,12.36,0.00016,0.0090,1372.8,0.276,11/7/2016
-85.10621223,41.48285984,STOM BAC P0987,16/11/05-06:04:08,CORN,1880,4.101,171.40,1.000,954.54,11/7/2016,On,20.00,Yes,21.56,19.30,11449,204.45,10934,195.25,In,-0.00045,6553.5,0.0032,0.594,0.00,74.00,21,2.796,6.779,1.684,11.41,0.00015,0.0082,1385.9,0.245,11/7/2016
-85.10620959,41.48284606,STOM BAC P0987,16/11/05-06:04:08,CORN,1881,4.829,171.40,1.000,954.50,11/7/2016,On,20.00,Yes,17.88,20.00,8062.3,143.97,7633.0,136.30,In,-0.00045,6553.5,0.0032,0.699,0.00,74.00,21,3.293,7.982,1.430,11.41,0.00018,0.0099,1149.2,0.289,11/7/2016
-85.10628200,41.48282316,STOM BAC P0987,16/11/05-06:04:08,CORN,1882,6.106,358.40,1.000,955.33,11/7/2016,On,20.00,Yes,11.48,20.40,4096.4,73.15,3858.8,68.91,In,-0.00091,6553.5,0.0026,1.061,0.00,54.00,22,4.163,10.09,0.942,9.510,0.00023,0.013,738.22,0.438,11/7/2016
-85.10628405,41.48283975,STOM BAC P0987,16/11/05-06:04:08,CORN,1883,6.106,355.60,1.000,955.17,11/7/2016,On,20.00,Yes,13.17,20.40,4697.1,83.88,4424.8,79.01,In,-0.0023,6553.5,0.0026,1.061,0.00,56.00,22,4.163,10.09,0.942,9.510,0.00020,0.011,846.49,0.438,11/7/2016
-85.10628658,41.48285642,STOM BAC P0987,16/11/05-06:04:08,CORN,1884,6.289,354.70,1.000,955.12,11/7/2016,On,20.00,Yes,14.20,18.80,4917.5,87.81,4725.4,84.38,In,-0.0036,6553.5,0.0026,1.093,0.00,59.00,22,4.288,10.40,0.915,9.510,0.00019,0.010,912.86,0.451,11/7/2016
-85.10628899,41.48287267,STOM BAC P0987,16/11/05-06:04:08,CORN,1885,6.106,354.40,1.000,955.15,11/7/2016,On,20.00,Yes,17.80,18.90,6350.7,113.41,6095.2,108.84,In,-0.0036,6553.5,0.0026,1.061,0.00,61.00,22,4.163,10.09,0.942,9.510,0.00015,0.0083,1144.5,0.438,11/7/2016
-85.10629178,41.48288943,STOM BAC P0987,16/11/05-06:04:08,CORN,1886,6.198,353.30,1.000,955.08,11/7/2016,On,20.00,Yes,20.75,19.30,7294.0,130.25,6966.0,124.39,In,-0.00045,6553.5,0.0026,1.077,0.00,61.00,22,4.226,10.24,0.928,9.510,0.00013,0.0071,1334.2,0.444,11/7/2016
-85.10629470,41.48290564,STOM BAC P0987,16/11/05-06:04:08,CORN,1887,6.289,352.90,1.000,955.10,11/7/2016,On,20.00,Yes,22.24,19.60,7702.0,137.54,7328.3,130.86,In,-0.00045,6553.5,0.0029,0.994,0.00,64.00,22,4.288,10.40,1.006,10.46,0.00013,0.0073,1429.8,0.410,11/7/2016
-85.10629817,41.48292203,STOM BAC P0987,16/11/05-06:04:08,CORN,1888,6.106,352.40,1.000,955.08,11/7/2016,On,20.00,Yes,23.33,19.80,8321.6,148.60,7898.1,141.04,In,-0.00045,6553.5,0.0029,0.965,0.00,63.00,22,4.163,10.09,1.037,10.46,0.00012,0.0070,1499.7,0.398,11/7/2016
-85.10630175,41.48293814,STOM BAC P0987,16/11/05-06:04:08,CORN,1889,6.106,351.80,1.000,955.07,11/7/2016,On,20.00,Yes,23.29,18.40,8308.4,148.36,8023.2,143.27,In,-0.0046,6553.5,0.0029,0.965,0.00,65.00,22,4.163,10.09,1.037,10.46,0.00012,0.0070,1497.3,0.398,11/7/2016
-85.10630527,41.48295363,STOM BAC P0987,16/11/05-06:04:08,CORN,1890,5.558,351.50,1.000,954.98,11/7/2016,On,20.00,Yes,26.27,18.40,10296,183.86,9942.9,177.55,In,7.518e-009,6553.5,0.0032,0.805,0.00,67.00,22,3.789,9.186,1.242,11.41,0.00012,0.0068,1689.0,0.332,11/7/2016
-85.10630796,41.48296798,STOM BAC P0987,16/11/05-06:04:08,CORN,1891,5.558,352.50,1.000,954.98,11/7/2016,On,20.00,Yes,24.97,18.90,9785.3,174.74,9391.6,167.71,In,-0.00045,6553.5,0.0029,0.878,0.00,64.00,22,3.789,9.186,1.139,10.46,0.00012,0.0065,1605.2,0.362,11/7/2016
-85.10631080,41.48298273,STOM BAC P0987,16/11/05-06:04:08,CORN,1892,5.285,352.40,1.000,954.87,11/7/2016,On,20.00,Yes,27.00,19.10,11127,198.70,10653,190.23,In,-0.00091,6553.5,0.0032,0.766,0.00,64.00,22,3.604,8.736,1.306,11.41,0.00012,0.0066,1735.9,0.316,11/7/2016
-85.10631360,41.48299650,STOM BAC P0987,16/11/05-06:04:08,CORN,1893,5.285,352.60,1.000,954.79,11/7/2016,On,20.00,Yes,28.09,18.90,11576,206.72,11111,198.40,In,-0.00091,6553.5,0.0029,0.835,0.00,65.00,22,3.604,8.736,1.197,10.46,0.00010,0.0058,1806.0,0.344,11/7/2016
-85.10631643,41.48301035,STOM BAC P0987,16/11/05-06:04:08,CORN,1894,5.469,352.70,1.000,954.70,11/7/2016,On,20.00,Yes,23.85,19.10,9497.6,169.60,9092.9,162.37,In,-0.00091,6553.5,0.0029,0.864,0.00,65.00,22,3.729,9.040,1.157,10.46,0.00012,0.0068,1533.2,0.356,11/7/2016
-85.10631897,41.48302469,STOM BAC P0987,16/11/05-06:04:08,CORN,1895,5.469,353.00,1.000,954.62,11/7/2016,On,20.00,Yes,26.22,19.80,10442,186.46,9910.6,176.97,In,8.947e-009,6553.5,0.0032,0.792,0.00,64.00,22,3.729,9.040,1.262,11.41,0.00012,0.0068,1685.6,0.327,11/7/2016
-85.10632134,41.48303925,STOM BAC P0987,16/11/05-06:04:08,CORN,1896,5.377,353.20,1.000,954.61,11/7/2016,On,20.00,Yes,24.94,20.20,10103,180.41,9540.9,170.37,In,-0.0023,6553.5,0.0029,0.850,0.00,60.00,22,3.666,8.888,1.177,10.46,0.00012,0.0065,1603.5,0.350,11/7/2016
-85.10632353,41.48305366,STOM BAC P0987,16/11/05-06:04:08,CORN,1897,5.377,353.00,1.000,954.48,11/7/2016,On,20.00,Yes,24.54,20.40,9940.5,177.51,9364.1,167.22,In,-0.0036,6553.5,0.0029,0.850,0.00,61.00,22,3.666,8.888,1.177,10.46,0.00012,0.0066,1577.7,0.350,11/7/2016
-85.10632610,41.48306822,STOM BAC P0987,16/11/05-06:04:08,CORN,1898,5.377,352.10,1.000,954.36,11/7/2016,On,20.00,Yes,26.38,20.30,10686,190.83,10079,179.99,In,-0.0036,6553.5,0.0029,0.850,0.00,64.00,22,3.666,8.888,1.177,10.46,0.00011,0.0062,1696.1,0.350,11/7/2016
-85.10632881,41.48308235,STOM BAC P0987,16/11/05-06:04:08,CORN,1899,5.469,351.70,1.000,954.20,11/7/2016,On,20.00,Yes,27.30,19.30,10871,194.12,10382,185.39,In,-0.0023,6553.5,0.0029,0.864,0.00,63.00,22,3.729,9.040,1.157,10.46,0.00011,0.0060,1754.8,0.356,11/7/2016
-85.10633172,41.48309671,STOM BAC P0987,16/11/05-06:04:08,CORN,1900,5.377,351.40,1.000,954.09,11/7/2016,On,20.00,Yes,31.37,19.20,12706,226.88,12149,216.95,In,-0.00045,6553.5,0.0029,0.850,0.00,63.00,22,3.666,8.888,1.177,10.46,9.264e-005,0.0052,2016.6,0.350,11/7/2016
-85.10633462,41.48311121,STOM BAC P0987,16/11/05-06:04:08,CORN,1901,5.377,351.20,1.000,953.89,11/7/2016,On,20.00,Yes,34.94,19.60,14153,252.74,13467,240.48,In,-0.00045,6553.5,0.0029,0.850,0.00,64.00,22,3.666,8.888,1.177,10.46,8.316e-005,0.0047,2246.4,0.350,11/7/2016
-85.10633746,41.48312552,STOM BAC P0987,16/11/05-06:04:08,CORN,1902,5.377,351.10,1.000,953.74,11/7/2016,On,20.00,Yes,34.10,19.80,13810,246.61,13107,234.06,In,-0.00045,6553.5,0.0032,0.779,0.00,64.00,22,3.666,8.888,1.284,11.41,9.298e-005,0.0052,2191.8,0.321,11/7/2016
-85.10634022,41.48313972,STOM BAC P0987,16/11/05-06:04:08,CORN,1903,5.377,351.00,1.000,953.59,11/7/2016,On,20.00,Yes,36.17,18.80,14652,261.64,14080,251.42,In,-0.0023,6553.5,0.0029,0.850,0.00,67.00,22,3.666,8.888,1.177,10.46,8.033e-005,0.0045,2325.5,0.350,11/7/2016
-85.10634323,41.48315377,STOM BAC P0987,16/11/05-06:04:08,CORN,1904,5.558,351.10,1.000,953.47,11/7/2016,On,20.00,Yes,33.25,19.30,13030,232.67,12444,222.21,In,-0.0041,6553.5,0.0032,0.805,0.00,65.00,22,3.789,9.186,1.242,11.41,9.535e-005,0.0053,2137.4,0.332,11/7/2016
-85.10634617,41.48316788,STOM BAC P0987,16/11/05-06:04:08,CORN,1905,5.377,351.20,1.000,953.46,11/7/2016,On,20.00,Yes,32.53,20.20,13174,235.25,12441,222.17,In,-0.00045,6553.5,0.0032,0.779,0.00,64.00,22,3.666,8.888,1.284,11.41,9.746e-005,0.0055,2090.9,0.321,11/7/2016
-85.10634908,41.48318135,STOM BAC P0987,16/11/05-06:04:08,CORN,1906,5.194,351.40,1.000,953.50,11/7/2016,On,20.00,Yes,32.13,20.40,13476,240.64,12694,226.68,In,-0.0041,6553.5,0.0032,0.752,0.00,65.00,22,3.541,8.584,1.329,11.41,9.865e-005,0.0055,2065.7,0.310,11/7/2016
-85.10635170,41.48319500,STOM BAC P0987,16/11/05-06:04:08,CORN,1907,5.285,351.40,1.000,953.49,11/7/2016,On,20.00,Yes,28.04,19.10,11553,206.31,11061,197.52,In,-0.0023,6553.5,0.0032,0.766,0.00,65.00,22,3.604,8.736,1.306,11.41,0.00011,0.0063,1802.4,0.316,11/7/2016
-85.10635405,41.48320826,STOM BAC P0987,16/11/05-06:04:08,CORN,1908,5.194,351.50,1.000,953.54,11/7/2016,On,20.00,Yes,27.84,18.70,11675,208.48,11233,200.58,In,-0.00045,6553.5,0.0032,0.752,0.00,67.00,22,3.541,8.584,1.329,11.41,0.00011,0.0064,1789.7,0.310,11/7/2016
-85.10635646,41.48322142,STOM BAC P0987,16/11/05-06:04:08,CORN,1909,5.194,351.80,1.000,953.62,11/7/2016,On,20.00,Yes,29.82,18.70,12506,223.32,12032,214.86,In,-0.00045,6553.5,0.0032,0.752,0.00,68.00,22,3.541,8.584,1.329,11.41,0.00011,0.0060,1917.0,0.310,11/7/2016
-85.10635909,41.48323485,STOM BAC P0987,16/11/05-06:04:08,CORN,1910,5.194,351.80,1.000,953.90,11/7/2016,On,20.00,Yes,29.82,18.70,12506,223.32,12032,214.86,In,-0.0046,6553.5,0.0032,0.752,0.00,68.00,22,3.541,8.584,1.329,11.41,0.00011,0.0060,1917.0,0.310,11/7/2016
-85.10636193,41.48325007,STOM BAC P0987,16/11/05-06:04:08,CORN,1911,5.650,352.30,1.000,954.03,11/7/2016,On,20.00,Yes,31.36,18.90,12089,215.87,11602,207.19,In,-0.0023,6553.5,0.0034,0.755,0.00,72.00,22,3.852,9.338,1.324,12.36,0.00011,0.0061,2015.8,0.312,11/7/2016
-85.10636469,41.48326488,STOM BAC P0987,16/11/05-06:04:08,CORN,1912,5.741,351.80,1.000,954.23,11/7/2016,On,20.00,Yes,27.86,18.70,10570,188.75,10170,181.61,In,-0.00045,6553.5,0.0034,0.768,0.00,70.00,22,3.915,9.490,1.303,12.36,0.00012,0.0069,1791.3,0.317,11/7/2016
-85.10636754,41.48327969,STOM BAC P0987,16/11/05-06:04:08,CORN,1913,5.650,351.60,1.000,954.42,11/7/2016,On,20.00,Yes,22.67,18.80,8739.4,156.06,8398.1,149.97,In,-0.00091,6553.5,0.0034,0.755,0.00,68.00,22,3.852,9.338,1.324,12.36,0.00015,0.0085,1457.3,0.312,11/7/2016
-85.10637024,41.48329423,STOM BAC P0987,16/11/05-06:04:08,CORN,1914,5.650,351.60,1.000,954.70,11/7/2016,On,20.00,Yes,23.77,19.20,9161.8,163.60,8760.6,156.44,In,-0.0023,6553.5,0.0034,0.755,0.00,74.00,22,3.852,9.338,1.324,12.36,0.00014,0.0081,1527.8,0.312,11/7/2016
-85.10637291,41.48330909,STOM BAC P0987,16/11/05-06:04:08,CORN,1915,5.650,351.60,1.000,954.86,11/7/2016,On,20.00,Yes,26.00,19.40,10025,179.02,9562.2,170.75,In,-0.0023,6553.5,0.0034,0.755,0.00,70.00,22,3.852,9.338,1.324,12.36,0.00013,0.0074,1671.7,0.312,11/7/2016
-85.10637572,41.48332340,STOM BAC P0987,16/11/05-06:04:08,CORN,1916,5.741,351.70,1.000,955.16,11/7/2016,On,20.00,Yes,24.46,19.20,9277.7,165.67,8871.5,158.42,In,-0.0046,6553.5,0.0034,0.768,0.00,72.00,22,3.915,9.490,1.303,12.36,0.00014,0.0079,1572.2,0.317,11/7/2016
-85.10637878,41.48333808,STOM BAC P0987,16/11/05-06:04:08,CORN,1917,5.741,351.50,1.000,955.32,11/7/2016,On,20.00,Yes,24.49,18.80,9288.8,165.87,8926.1,159.39,In,-0.00045,6553.5,0.0034,0.768,0.00,72.00,22,3.915,9.490,1.303,12.36,0.00014,0.0079,1574.1,0.317,11/7/2016
-85.10638183,41.48335317,STOM BAC P0987,16/11/05-06:04:08,CORN,1918,5.741,351.50,1.000,955.57,11/7/2016,On,20.00,Yes,25.50,19.30,9672.4,172.72,9237.5,164.95,In,-0.0023,6553.5,0.0034,0.768,0.00,72.00,22,3.915,9.490,1.303,12.36,0.00013,0.0075,1639.1,0.317,11/7/2016
-85.10638480,41.48336960,STOM BAC P0987,16/11/05-06:04:08,CORN,1919,5.833,352.00,1.000,955.82,11/7/2016,On,20.00,Yes,23.22,19.60,8669.7,154.82,8249.0,147.30,In,-0.00091,6553.5,0.0034,0.780,0.00,76.00,22,3.977,9.642,1.282,12.36,0.00015,0.0083,1492.7,0.322,11/7/2016
-85.10638777,41.48338688,STOM BAC P0987,16/11/05-06:04:08,CORN,1920,6.562,352.40,1.000,956.04,11/7/2016,On,20.00,Yes,22.92,19.30,7608.6,135.87,7266.4,129.76,In,-0.0023,6553.5,0.0037,0.815,0.00,73.00,22,4.474,10.85,1.228,13.31,0.00016,0.0090,1473.6,0.336,11/7/2016
-85.10639072,41.48340406,STOM BAC P0987,16/11/05-06:04:08,CORN,1921,6.562,352.40,1.000,956.24,11/7/2016,On,20.00,Yes,22.19,19.10,7364.8,131.51,7051.0,125.91,In,-0.0023,6553.5,0.0037,0.815,0.00,74.00,22,4.474,10.85,1.228,13.31,0.00017,0.0093,1426.4,0.336,11/7/2016
-85.10639411,41.48342122,STOM BAC P0987,16/11/05-06:04:08,CORN,1922,6.562,351.70,1.000,956.52,11/7/2016,On,20.00,Yes,21.55,19.40,7153.9,127.75,6823.8,121.85,In,-0.0046,6553.5,0.0034,0.877,0.00,72.00,22,4.474,10.85,1.140,12.36,0.00016,0.0089,1385.5,0.362,11/7/2016
-85.10639770,41.48343868,STOM BAC P0987,16/11/05-06:04:08,CORN,1923,6.562,351.50,1.000,956.65,11/7/2016,On,20.00,Yes,23.31,19.60,7735.9,138.14,7360.5,131.44,In,-0.0041,6553.5,0.0034,0.877,0.00,72.00,22,4.474,10.85,1.140,12.36,0.00015,0.0083,1498.2,0.362,11/7/2016
-85.10640127,41.48345610,STOM BAC P0987,16/11/05-06:04:08,CORN,1924,6.654,351.30,1.000,956.87,11/7/2016,On,20.00,Yes,23.10,19.60,7561.6,135.03,7194.7,128.48,In,-0.0023,6553.5,0.0034,0.890,0.00,73.00,22,4.537,11.00,1.124,12.36,0.00015,0.0083,1485.0,0.367,11/7/2016
-85.10640433,41.48347323,STOM BAC P0987,16/11/05-06:04:08,CORN,1925,6.654,351.40,1.000,957.05,11/7/2016,On,20.00,Yes,29.12,19.10,9532.7,170.23,9126.6,162.97,In,-0.0041,6553.5,0.0034,0.890,0.00,72.00,22,4.537,11.00,1.124,12.36,0.00012,0.0066,1872.1,0.367,11/7/2016
-85.10640770,41.48349101,STOM BAC P0987,16/11/05-06:04:08,CORN,1926,6.654,351.30,1.000,957.21,11/7/2016,On,20.00,Yes,21.17,19.50,6929.8,123.75,6601.7,117.89,In,-0.00045,6553.5,0.0034,0.890,0.00,74.00,22,4.537,11.00,1.124,12.36,0.00016,0.0091,1360.9,0.367,11/7/2016
-85.10641109,41.48350858,STOM BAC P0987,16/11/05-06:04:08,CORN,1927,6.654,351.40,1.000,957.40,11/7/2016,On,20.00,Yes,23.21,19.70,7599.0,135.70,7221.3,128.95,In,-0.00045,6553.5,0.0034,0.890,0.00,70.00,22,4.537,11.00,1.124,12.36,0.00015,0.0083,1492.3,0.367,11/7/2016
-85.10641469,41.48352628,STOM BAC P0987,16/11/05-06:04:08,CORN,1928,6.654,351.40,1.000,957.52,11/7/2016,On,20.00,Yes,39.88,19.00,13056,233.14,12515,223.48,In,-0.0041,6553.5,0.0034,0.890,0.00,72.00,22,4.537,11.00,1.124,12.36,8.611e-005,0.0048,2563.9,0.367,11/7/2016
-85.10641803,41.48354352,STOM BAC P0987,16/11/05-06:04:08,CORN,1929,6.654,351.50,1.000,957.68,11/7/2016,On,20.00,Yes,51.26,18.40,16780,299.65,16204,289.37,In,-0.0023,6553.5,0.0034,0.890,0.00,70.00,22,4.537,11.00,1.124,12.36,6.699e-005,0.0038,3295.4,0.367,11/7/2016
-85.10642149,41.48356125,STOM BAC P0987,16/11/05-06:04:08,CORN,1930,6.654,351.80,1.000,957.78,11/7/2016,On,20.00,Yes,36.36,18.80,11901,212.53,11437,204.23,In,-0.0041,6553.5,0.0034,0.890,0.00,72.00,22,4.537,11.00,1.124,12.36,9.446e-005,0.0053,2337.3,0.367,11/7/2016
-85.10642432,41.48357756,STOM BAC P0987,16/11/05-06:04:08,CORN,1931,6.470,352.20,1.000,957.90,11/7/2016,On,20.00,Yes,21.39,18.90,7200.2,128.58,6910.5,123.40,In,1.708e-009,6553.5,0.0034,0.865,0.00,68.00,22,4.411,10.69,1.156,12.36,0.00016,0.0090,1375.0,0.357,11/7/2016
-85.10642713,41.48359322,STOM BAC P0987,16/11/05-06:04:08,CORN,1932,6.014,351.60,1.000,957.99,11/7/2016,On,20.00,Yes,22.62,19.40,8193.9,146.32,7815.7,139.57,In,-0.0023,6553.5,0.0032,0.871,0.00,69.00,22,4.100,9.940,1.148,11.41,0.00014,0.0078,1454.4,0.359,11/7/2016
-85.10643040,41.48360904,STOM BAC P0987,16/11/05-06:04:08,CORN,1933,6.014,351.60,1.000,958.09,11/7/2016,On,20.00,Yes,19.43,19.80,7038.2,125.68,6680.0,119.29,In,-0.0023,6553.5,0.0032,0.871,0.00,72.00,22,4.100,9.940,1.148,11.41,0.00016,0.0091,1249.3,0.359,11/7/2016
-85.10643361,41.48362483,STOM BAC P0987,16/11/05-06:04:08,CORN,1934,6.014,350.80,1.000,958.17,11/7/2016,On,20.00,Yes,17.29,20.00,6261.3,111.81,5927.9,105.86,In,-0.0023,6553.5,0.0034,0.804,0.00,65.00,22,4.100,9.940,1.244,12.36,0.00020,0.011,1111.4,0.332,11/7/2016
-85.10643716,41.48364171,STOM BAC P0987,16/11/05-06:04:08,CORN,1935,6.198,350.40,1.000,958.25,11/7/2016,On,20.00,Yes,14.68,20.10,5158.1,92.11,4877.3,87.09,In,-0.0041,6553.5,0.0032,0.898,0.00,70.00,22,4.226,10.24,1.114,11.41,0.00022,0.012,943.53,0.370,11/7/2016
-85.10644151,41.48366340,STOM BAC P0987,16/11/05-06:04:08,CORN,1936,7.290,353.60,1.000,958.53,11/7/2016,On,20.00,Yes,13.40,20.20,4003.5,71.49,3780.8,67.51,In,-0.00091,6553.5,0.0032,1.056,0.00,88.00,22,4.970,12.05,0.947,11.41,0.00024,0.013,861.43,0.436,11/7/2016
-85.10644302,41.48369408,STOM BAC P0987,16/11/05-06:04:08,CORN,1937,10.48,3.100,1.000,958.72,11/7/2016,On,20.00,Yes,10.12,20.20,2102.9,37.55,1986.0,35.46,In,-0.00091,6553.5,0.0037,1.301,0.00,107.00,22,7.145,17.32,0.769,13.31,0.00037,0.020,650.43,0.537,11/7/2016
-85.10654485,41.48379819,STOM BAC P0987,16/11/05-06:04:08,CORN,1938,5.285,180.30,1.000,959.39,11/7/2016,On,20.00,Yes,2.539,20.70,1046.1,18.68,981.72,17.53,In,-0.0023,6553.5,0.0026,0.919,0.00,45.00,23,3.604,8.736,1.089,9.510,0.0010,0.058,163.20,0.379,11/7/2016
-85.10654484,41.48380443,STOM BAC P0987,16/11/05-06:04:08,CORN,1939,1.276,180.40,2.000,959.32,11/7/2016,On,20.00,Yes,4.272,20.70,14580,260.37,13683,244.34,In,-0.0023,6553.5,0.0024,0.246,0.00,49.00,23,0.435,1.055,4.057,4.280,0.00028,0.016,274.62,0.102,11/7/2016
-85.10654511,41.48382189,STOM BAC P0987,16/11/05-06:04:08,CORN,1940,5.650,175.70,1.000,959.37,11/7/2016,On,20.00,Yes,2.708,20.70,1043.9,18.64,979.62,17.49,In,9.474e-010,6553.5,0.0029,0.893,0.00,68.00,23,3.852,9.338,1.120,10.46,0.0011,0.060,174.07,0.368,11/7/2016
-85.10654577,41.48382814,STOM BAC P0987,16/11/05-06:04:08,CORN,1941,2.825,171.90,1.000,959.21,11/7/2016,On,20.00,Yes,2.384,20.70,1837.8,32.82,1724.7,30.80,In,-0.00091,6553.5,0.0021,0.614,0.00,36.00,23,1.926,4.669,1.629,7.608,0.00089,0.050,153.23,0.253,11/7/2016
-85.10654397,41.48381834,STOM BAC P0987,16/11/05-06:04:08,CORN,1942,2.644,172.40,1.000,959.29,11/7/2016,On,20.00,Yes,1.121,20.80,923.38,16.49,865.46,15.45,In,-0.00045,6553.5,0.0021,0.574,0.00,56.00,23,1.803,4.371,1.741,7.608,0.0019,0.106,72.07,0.237,11/7/2016
-85.10653386,41.48376308,STOM BAC P0987,16/11/05-06:04:08,CORN,1943,6.926,173.40,1.000,959.75,11/7/2016,On,20.00,Yes,3.431,20.80,1078.9,19.27,1011.3,18.06,In,-0.0023,6553.5,0.0024,1.337,0.00,67.00,23,4.722,11.45,0.748,8.559,0.00069,0.039,220.56,0.552,11/7/2016
-85.10653055,41.48374378,STOM BAC P0987,16/11/05-06:04:08,CORN,1944,7.290,172.10,1.000,959.90,11/7/2016,On,20.00,Yes,7.587,20.80,2266.8,40.48,2124.6,37.94,In,-0.0023,6553.5,0.0029,1.152,0.00,58.00,23,4.970,12.05,0.868,10.46,0.00038,0.021,487.75,0.475,11/7/2016
-85.10652637,41.48372421,STOM BAC P0987,16/11/05-06:04:08,CORN,1945,7.382,171.40,1.000,959.94,11/7/2016,On,20.00,Yes,9.605,19.50,2834.0,50.61,2699.9,48.21,In,-0.0041,6553.5,0.0026,1.283,0.00,58.00,23,5.033,12.20,0.779,9.510,0.00028,0.015,617.48,0.529,11/7/2016
-85.10652193,41.48370435,STOM BAC P0987,16/11/05-06:04:08,CORN,1946,7.382,170.70,1.000,959.84,11/7/2016,On,20.00,Yes,11.16,19.70,3292.9,58.80,3129.2,55.88,In,-0.00045,6553.5,0.0026,1.283,0.00,56.00,23,5.033,12.20,0.779,9.510,0.00024,0.013,717.47,0.529,11/7/2016
-85.10651802,41.48368554,STOM BAC P0987,16/11/05-06:04:08,CORN,1947,7.110,172.10,1.000,959.68,11/7/2016,On,20.00,Yes,12.42,19.90,3804.6,67.94,3606.5,64.40,In,-0.0041,6553.5,0.0026,1.236,0.00,56.00,23,4.847,11.75,0.809,9.510,0.00021,0.012,798.38,0.510,11/7/2016
-85.10651456,41.48366687,STOM BAC P0987,16/11/05-06:04:08,CORN,1948,7.290,171.80,1.000,959.57,11/7/2016,On,20.00,Yes,13.90,20.00,4153.0,74.16,3931.9,70.21,In,-1.494e-009,6553.5,0.0026,1.267,0.00,55.00,23,4.970,12.05,0.789,9.510,0.00019,0.011,893.61,0.523,11/7/2016
-85.10651093,41.48364736,STOM BAC P0987,16/11/05-06:04:08,CORN,1949,7.198,172.40,1.000,959.56,11/7/2016,On,20.00,Yes,17.63,19.40,5335.2,95.27,5089.0,90.87,In,-0.0041,6553.5,0.0026,1.251,0.00,59.00,23,4.908,11.90,0.799,9.510,0.00015,0.0084,1133.5,0.516,11/7/2016
-85.10650742,41.48362860,STOM BAC P0987,16/11/05-06:04:08,CORN,1950,7.110,172.20,1.000,959.34,11/7/2016,On,20.00,Yes,20.16,18.80,6175.2,110.27,5934.0,105.96,In,-0.0041,6553.5,0.0026,1.236,0.00,58.00,23,4.847,11.75,0.809,9.510,0.00013,0.0073,1295.8,0.510,11/7/2016
-85.10650404,41.48361012,STOM BAC P0987,16/11/05-06:04:08,CORN,1951,7.018,172.90,1.000,959.19,11/7/2016,On,20.00,Yes,20.93,19.00,6495.7,116.00,6226.7,111.19,In,-0.00045,6553.5,0.0026,1.220,0.00,64.00,23,4.785,11.60,0.820,9.510,0.00013,0.0071,1345.5,0.503,11/7/2016
-85.10650084,41.48359124,STOM BAC P0987,16/11/05-06:04:08,CORN,1952,6.926,172.60,1.000,958.98,11/7/2016,On,20.00,Yes,23.65,19.20,7436.8,132.80,7111.2,126.99,In,-5.385e-010,6553.5,0.0029,1.094,0.00,61.00,23,4.722,11.45,0.914,10.46,0.00012,0.0069,1520.2,0.451,11/7/2016
