Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.06951784,41.49819649,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,125,4.190,356.50,1.000,943.62,10/10/2016,On,34.17,Yes,8.319,13.90,2531.0,42.18,2504.8,41.75,In,0.413,0.0034,0.957,0.00,81.00,1,2.857,11.83,1.045,12.36,0.00041,0.025,499.13,0.231,10/10/2016
-85.06951870,41.49820830,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,126,4.596,357.20,1.000,943.89,10/10/2016,On,34.19,Yes,8.484,13.90,2351.3,39.19,2327.0,38.78,In,0.406,0.0037,0.976,0.00,76.00,1,3.134,12.99,1.025,13.31,0.00044,0.026,509.01,0.235,10/10/2016
-85.06951950,41.49822018,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,127,4.364,357.80,1.000,944.21,10/10/2016,On,34.21,Yes,8.016,13.90,2338.9,38.98,2314.7,38.58,In,0.393,0.0037,0.927,0.00,76.00,1,2.975,12.34,1.079,13.31,0.00046,0.028,480.94,0.223,10/10/2016
-85.06951996,41.49823200,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,128,4.508,358.20,1.000,944.25,10/10/2016,On,34.19,Yes,7.892,13.90,2230.4,37.17,2207.3,36.79,In,0.403,0.0037,0.957,0.00,79.00,1,3.074,12.74,1.045,13.31,0.00047,0.028,473.53,0.231,10/10/2016
-85.06952046,41.49824270,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,129,4.229,358.60,1.000,944.79,10/10/2016,On,34.07,Yes,7.324,13.90,2214.5,36.91,2191.5,36.53,In,0.467,0.0037,0.894,0.00,72.00,1,2.883,11.91,1.118,13.31,0.00050,0.030,439.46,0.217,10/10/2016
-85.06952060,41.49825339,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,130,3.999,359.50,1.000,945.14,10/10/2016,On,33.90,Yes,6.362,13.90,2044.1,34.07,2022.9,33.72,In,0.549,0.0037,0.842,0.00,81.00,1,2.727,11.21,1.188,13.31,0.00058,0.035,381.73,0.205,10/10/2016
-85.06952088,41.49826417,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,131,4.154,359.40,1.000,945.49,10/10/2016,On,33.80,Yes,7.104,13.90,2204.4,36.74,2181.6,36.36,In,0.601,0.0040,0.813,0.00,82.00,1,2.832,11.60,1.230,14.27,0.00056,0.033,426.22,0.199,10/10/2016
-85.06952111,41.49827373,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,132,4.049,359.60,1.000,945.80,10/10/2016,On,33.71,Yes,5.888,13.90,1879.5,31.32,1860.0,31.00,In,0.646,0.0040,0.791,0.00,78.00,1,2.760,11.28,1.265,14.27,0.00067,0.040,353.29,0.194,10/10/2016
-85.06952100,41.49828417,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,133,3.957,0.300,1.000,946.35,10/10/2016,On,33.65,Yes,6.171,13.90,2018.8,33.65,1998.0,33.30,In,0.674,0.0037,0.826,0.00,78.00,1,2.698,11.00,1.210,13.31,0.00060,0.036,370.26,0.203,10/10/2016
-85.06952091,41.49829395,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,134,3.947,1.000,1.000,946.87,10/10/2016,On,33.67,Yes,6.065,13.90,1987.8,33.13,1967.2,32.79,In,0.664,0.0040,0.770,0.00,81.00,1,2.691,10.98,1.299,14.27,0.00065,0.039,363.90,0.189,10/10/2016
