Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Protein(%),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.07802657,41.49859157,I-13 P0909,16/11/07-10:53:55,CORN,1618,6.378,268.80,1.000,985.58,11/7/2016,On,20.00,Yes,28.24,18.00,9642.2,172.18,9356.9,167.09,In,-0.0032,6553.5,0.0037,0.792,0.00,77.00,12,4.349,10.54,1.263,13.31,0.00013,0.0073,1815.1,0.327,11/7/2016
-85.07804969,41.49859119,I-13 P0909,16/11/07-10:53:55,CORN,1619,6.562,268.20,1.000,985.56,11/7/2016,On,20.00,Yes,30.37,18.00,10079,179.99,9781.2,174.66,In,-0.0032,6553.5,0.0037,0.815,0.00,76.00,12,4.474,10.85,1.228,13.31,0.00012,0.0068,1952.1,0.336,11/7/2016
-85.07807112,41.49859071,I-13 P0909,16/11/07-10:53:55,CORN,1620,6.198,268.70,1.000,985.60,11/7/2016,On,20.00,Yes,30.30,18.10,10647,190.12,10319,184.27,In,-0.0032,6553.5,0.0037,0.769,0.00,72.00,12,4.226,10.24,1.300,13.31,0.00012,0.0068,1947.6,0.317,11/7/2016
-85.07809272,41.49859057,I-13 P0909,16/11/07-10:53:55,CORN,1621,6.014,269.00,1.000,985.50,11/7/2016,On,20.00,Yes,29.47,18.00,10673,190.58,10357,184.94,In,-0.0036,6553.5,0.0037,0.747,0.00,78.00,12,4.100,9.940,1.339,13.31,0.00013,0.0070,1894.4,0.308,11/7/2016
-85.07811412,41.49859058,I-13 P0909,16/11/07-10:53:55,CORN,1622,6.014,269.00,1.000,985.48,11/7/2016,On,20.00,Yes,28.77,18.00,10420,186.08,10112,180.58,In,-0.0027,6553.5,0.0037,0.747,0.00,72.00,12,4.100,9.940,1.339,13.31,0.00013,0.0072,1849.7,0.308,11/7/2016
-85.07813495,41.49859059,I-13 P0909,16/11/07-10:53:55,CORN,1623,6.014,268.80,1.000,985.53,11/7/2016,On,20.00,Yes,28.99,17.90,10498,187.46,10199,182.13,In,-2.288e-008,6553.5,0.0037,0.747,0.00,77.00,12,4.100,9.940,1.339,13.31,0.00013,0.0071,1863.3,0.308,11/7/2016
-85.07815587,41.49859054,I-13 P0909,16/11/07-10:53:55,CORN,1624,5.925,268.60,1.000,985.57,11/7/2016,On,20.00,Yes,28.29,18.00,10401,185.72,10093,180.23,In,-2.288e-008,6553.5,0.0037,0.736,0.00,81.00,12,4.040,9.794,1.359,13.31,0.00013,0.0073,1818.9,0.303,11/7/2016
-85.07817649,41.49859026,I-13 P0909,16/11/07-10:53:55,CORN,1625,6.014,268.70,1.000,985.64,11/7/2016,On,20.00,Yes,31.15,18.00,11280,201.43,10947,195.47,In,0.00046,6553.5,0.0037,0.747,0.00,73.00,12,4.100,9.940,1.339,13.31,0.00012,0.0066,2002.3,0.308,11/7/2016
-85.07819710,41.49858999,I-13 P0909,16/11/07-10:53:55,CORN,1626,5.833,268.80,1.000,985.64,11/7/2016,On,20.00,Yes,30.04,18.10,11218,200.31,10872,194.15,In,-0.0036,6553.5,0.0037,0.724,0.00,78.00,12,3.977,9.642,1.381,13.31,0.00012,0.0069,1931.4,0.299,11/7/2016
-85.07821750,41.49858966,I-13 P0909,16/11/07-10:53:55,CORN,1627,5.925,268.70,1.000,985.77,11/7/2016,On,20.00,Yes,28.08,17.90,10321,184.31,10028,179.07,In,-0.0032,6553.5,0.0037,0.736,0.00,76.00,12,4.040,9.794,1.359,13.31,0.00013,0.0074,1805.1,0.303,11/7/2016
-85.07823783,41.49858926,I-13 P0909,16/11/07-10:53:55,CORN,1628,5.925,268.70,1.000,985.89,11/7/2016,On,20.00,Yes,27.13,18.00,9971.9,178.07,9676.9,172.80,In,-0.0036,6553.5,0.0037,0.736,0.00,78.00,12,4.040,9.794,1.359,13.31,0.00014,0.0076,1744.0,0.303,11/7/2016
-85.07825807,41.49858901,I-13 P0909,16/11/07-10:53:55,CORN,1629,5.925,269.10,1.000,986.00,11/7/2016,On,20.00,Yes,22.87,17.90,8406.6,150.12,8167.8,145.85,In,-0.0027,6553.5,0.0037,0.736,0.00,74.00,12,4.040,9.794,1.359,13.31,0.00016,0.0091,1470.2,0.303,11/7/2016
-85.07827900,41.49858905,I-13 P0909,16/11/07-10:53:55,CORN,1630,5.833,269.70,1.000,986.08,11/7/2016,On,20.00,Yes,22.71,18.10,8480.9,151.44,8220.0,146.79,In,-0.0014,6553.5,0.0037,0.724,0.00,79.00,12,3.977,9.642,1.381,13.31,0.00016,0.0091,1460.2,0.299,11/7/2016
-85.07829956,41.49858918,I-13 P0909,16/11/07-10:53:55,CORN,1631,5.833,270.20,1.000,986.19,11/7/2016,On,20.00,Yes,22.48,18.10,8392.6,149.87,8134.4,145.26,In,0.00046,6553.5,0.0037,0.724,0.00,79.00,12,3.977,9.642,1.381,13.31,0.00016,0.0092,1445.0,0.299,11/7/2016
-85.07832010,41.49858938,I-13 P0909,16/11/07-10:53:55,CORN,1632,5.925,269.80,1.000,986.33,11/7/2016,On,20.00,Yes,23.08,18.00,8485.1,151.52,8234.1,147.04,In,-0.0014,6553.5,0.0040,0.687,0.00,74.00,12,4.040,9.794,1.457,14.27,0.00017,0.0096,1483.9,0.283,11/7/2016
-85.07834064,41.49858929,I-13 P0909,16/11/07-10:53:55,CORN,1633,5.741,268.90,1.000,986.46,11/7/2016,On,20.00,Yes,23.50,18.00,8916.5,159.22,8652.7,154.51,In,0.00046,6553.5,0.0037,0.713,0.00,76.00,12,3.915,9.490,1.403,13.31,0.00016,0.0088,1511.0,0.294,11/7/2016
-85.07836152,41.49858912,I-13 P0909,16/11/07-10:53:55,CORN,1634,5.833,268.90,1.000,986.59,11/7/2016,On,20.00,Yes,22.77,18.00,8502.4,151.83,8250.8,147.34,In,-0.0014,6553.5,0.0037,0.724,0.00,73.00,12,3.977,9.642,1.381,13.31,0.00016,0.0091,1463.9,0.299,11/7/2016
-85.07838207,41.49858876,I-13 P0909,16/11/07-10:53:55,CORN,1635,5.833,269.00,1.000,986.68,11/7/2016,On,20.00,Yes,22.56,18.10,8424.9,150.44,8165.7,145.82,In,-0.0032,6553.5,0.0034,0.780,0.00,74.00,12,3.977,9.642,1.282,12.36,0.00015,0.0085,1450.6,0.322,11/7/2016
-85.07840223,41.49858850,I-13 P0909,16/11/07-10:53:55,CORN,1636,5.833,269.00,1.000,986.85,11/7/2016,On,20.00,Yes,21.11,17.90,7883.5,140.78,7659.5,136.78,In,-0.0032,6553.5,0.0034,0.780,0.00,77.00,12,3.977,9.642,1.282,12.36,0.00016,0.0091,1357.3,0.322,11/7/2016
-85.07842311,41.49858834,I-13 P0909,16/11/07-10:53:55,CORN,1637,5.925,268.90,1.000,986.97,11/7/2016,On,20.00,Yes,19.23,18.10,7068.5,126.22,6851.0,122.34,In,0.00091,6553.5,0.0037,0.736,0.00,74.00,12,4.040,9.794,1.359,13.31,0.00019,0.011,1236.2,0.303,11/7/2016
-85.07844381,41.49858815,I-13 P0909,16/11/07-10:53:55,CORN,1638,5.833,269.00,1.000,987.04,11/7/2016,On,20.00,Yes,18.04,18.00,6737.3,120.31,6538.0,116.75,In,0.00091,6553.5,0.0037,0.724,0.00,74.00,12,3.977,9.642,1.381,13.31,0.00020,0.011,1160.0,0.299,11/7/2016
-85.07846481,41.49858824,I-13 P0909,16/11/07-10:53:55,CORN,1639,6.106,269.70,1.000,987.16,11/7/2016,On,20.00,Yes,16.23,18.10,5789.3,103.38,5611.2,100.20,In,-0.0014,6553.5,0.0037,0.758,0.00,74.00,12,4.163,10.09,1.319,13.31,0.00023,0.013,1043.3,0.313,11/7/2016
-85.07848585,41.49858836,I-13 P0909,16/11/07-10:53:55,CORN,1640,5.925,269.80,1.000,987.27,11/7/2016,On,20.00,Yes,16.78,17.90,6166.5,110.12,5991.4,106.99,In,-0.0036,6553.5,0.0034,0.792,0.00,74.00,12,4.040,9.794,1.262,12.36,0.00020,0.011,1078.4,0.327,11/7/2016
-85.07850718,41.49858839,I-13 P0909,16/11/07-10:53:55,CORN,1641,6.106,269.70,1.000,987.37,11/7/2016,On,20.00,Yes,15.88,18.10,5663.7,101.14,5489.5,98.03,In,0.00046,6553.5,0.0034,0.816,0.00,73.00,12,4.163,10.09,1.225,12.36,0.00022,0.012,1020.7,0.337,11/7/2016
-85.07852798,41.49858828,I-13 P0909,16/11/07-10:53:55,CORN,1642,6.014,269.40,1.000,987.51,11/7/2016,On,20.00,Yes,18.48,18.10,6692.8,119.51,6486.9,115.84,In,0.00046,6553.5,0.0034,0.804,0.00,73.00,12,4.100,9.940,1.244,12.36,0.00019,0.010,1188.0,0.332,11/7/2016
-85.07854866,41.49858813,I-13 P0909,16/11/07-10:53:55,CORN,1643,6.014,269.30,1.000,987.61,11/7/2016,On,20.00,Yes,18.87,18.10,6832.8,122.01,6622.5,118.26,In,-1.895e-008,6553.5,0.0034,0.804,0.00,72.00,12,4.100,9.940,1.244,12.36,0.00018,0.010,1212.8,0.332,11/7/2016
-85.07857015,41.49858810,I-13 P0909,16/11/07-10:53:55,CORN,1644,6.014,269.20,1.000,987.69,11/7/2016,On,20.00,Yes,19.68,17.90,7128.2,127.29,6925.7,123.67,In,-0.0014,6553.5,0.0034,0.804,0.00,74.00,12,4.100,9.940,1.244,12.36,0.00017,0.0098,1265.3,0.332,11/7/2016
-85.07859176,41.49858803,I-13 P0909,16/11/07-10:53:55,CORN,1645,6.014,269.10,1.000,987.79,11/7/2016,On,20.00,Yes,21.78,18.10,7887.9,140.86,7645.2,136.52,In,-0.0027,6553.5,0.0034,0.804,0.00,73.00,12,4.100,9.940,1.244,12.36,0.00016,0.0088,1400.1,0.332,11/7/2016
-85.07861324,41.49858786,I-13 P0909,16/11/07-10:53:55,CORN,1646,6.106,269.20,1.000,987.84,11/7/2016,On,20.00,Yes,23.50,18.10,8382.6,149.69,8124.6,145.08,In,-0.0014,6553.5,0.0034,0.816,0.00,77.00,12,4.163,10.09,1.225,12.36,0.00015,0.0082,1510.6,0.337,11/7/2016
-85.07863434,41.49858755,I-13 P0909,16/11/07-10:53:55,CORN,1647,5.925,269.20,1.000,987.93,11/7/2016,On,20.00,Yes,23.89,18.10,8781.4,156.81,8511.2,151.99,In,-0.0014,6553.5,0.0037,0.736,0.00,74.00,12,4.040,9.794,1.359,13.31,0.00015,0.0087,1535.8,0.303,11/7/2016
-85.07865527,41.49858734,I-13 P0909,16/11/07-10:53:55,CORN,1648,6.014,269.20,1.000,988.05,11/7/2016,On,20.00,Yes,23.50,18.10,8512.4,152.01,8250.5,147.33,In,-0.0014,6553.5,0.0037,0.747,0.00,81.00,12,4.100,9.940,1.339,13.31,0.00016,0.0088,1511.0,0.308,11/7/2016
-85.07867612,41.49858725,I-13 P0909,16/11/07-10:53:55,CORN,1649,5.833,269.80,1.000,988.20,11/7/2016,On,20.00,Yes,25.52,18.10,9530.2,170.18,9236.9,164.95,In,-1.893e-008,6553.5,0.0037,0.724,0.00,78.00,12,3.977,9.642,1.381,13.31,0.00014,0.0081,1640.9,0.299,11/7/2016
-85.07869582,41.49858724,I-13 P0909,16/11/07-10:53:55,CORN,1650,5.650,270.00,1.000,988.27,11/7/2016,On,20.00,Yes,26.42,18.00,10183,181.85,9882.2,176.47,In,-0.0032,6553.5,0.0037,0.701,0.00,77.00,12,3.852,9.338,1.426,13.31,0.00014,0.0078,1698.1,0.289,11/7/2016
-85.07871544,41.49858749,I-13 P0909,16/11/07-10:53:55,CORN,1651,5.558,270.10,1.000,988.34,11/7/2016,On,20.00,Yes,24.38,18.00,9552.9,170.59,9270.3,165.54,In,-0.0027,6553.5,0.0037,0.690,0.00,77.00,12,3.789,9.186,1.449,13.31,0.00015,0.0085,1567.1,0.285,11/7/2016
-85.07873500,41.49858740,I-13 P0909,16/11/07-10:53:55,CORN,1652,5.558,269.80,1.000,988.62,11/7/2016,On,20.00,Yes,22.35,18.10,8759.0,156.41,8489.5,151.60,In,-0.0014,6553.5,0.0037,0.690,0.00,77.00,12,3.789,9.186,1.449,13.31,0.00017,0.0093,1436.8,0.285,11/7/2016
-85.07875481,41.49858730,I-13 P0909,16/11/07-10:53:55,CORN,1653,5.558,269.70,1.000,988.77,11/7/2016,On,20.00,Yes,22.41,18.10,8781.6,156.81,8511.4,151.99,In,-0.0014,6553.5,0.0037,0.690,0.00,76.00,12,3.789,9.186,1.449,13.31,0.00017,0.0092,1440.5,0.285,11/7/2016
-85.07877465,41.49858715,I-13 P0909,16/11/07-10:53:55,CORN,1654,5.650,269.40,1.000,988.98,11/7/2016,On,20.00,Yes,23.05,17.90,8887.9,158.71,8635.5,154.20,In,-0.0014,6553.5,0.0037,0.701,0.00,74.00,12,3.852,9.338,1.426,13.31,0.00016,0.0090,1482.1,0.289,11/7/2016
-85.07879422,41.49858683,I-13 P0909,16/11/07-10:53:55,CORN,1655,5.558,269.40,1.000,989.08,11/7/2016,On,20.00,Yes,22.43,18.10,8788.4,156.94,8518.0,152.11,In,-0.0027,6553.5,0.0037,0.690,0.00,72.00,12,3.789,9.186,1.449,13.31,0.00016,0.0092,1441.7,0.285,11/7/2016
-85.07881405,41.49858667,I-13 P0909,16/11/07-10:53:55,CORN,1656,5.741,269.50,1.000,989.33,11/7/2016,On,20.00,Yes,20.62,18.00,7821.7,139.67,7590.3,135.54,In,-0.0014,6553.5,0.0037,0.713,0.00,78.00,12,3.915,9.490,1.403,13.31,0.00018,0.010,1325.5,0.294,11/7/2016
-85.07883391,41.49858650,I-13 P0909,16/11/07-10:53:55,CORN,1657,5.558,269.70,1.000,989.51,11/7/2016,On,20.00,Yes,19.03,18.10,7456.7,133.16,7227.3,129.06,In,-0.0014,6553.5,0.0037,0.690,0.00,78.00,12,3.789,9.186,1.449,13.31,0.00019,0.011,1223.2,0.285,11/7/2016
-85.07885695,41.49858661,I-13 P0909,16/11/07-10:53:55,CORN,1658,6.470,269.80,1.000,989.69,11/7/2016,On,20.00,Yes,16.39,18.10,5516.4,98.51,5346.7,95.48,In,0.00091,6553.5,0.0037,0.803,0.00,81.00,12,4.411,10.69,1.245,13.31,0.00023,0.013,1053.4,0.331,11/7/2016
-85.07887932,41.49858670,I-13 P0909,16/11/07-10:53:55,CORN,1659,6.562,270.10,1.000,989.89,11/7/2016,On,20.00,Yes,15.79,18.10,5240.9,93.59,5079.6,90.71,In,-0.0027,6553.5,0.0040,0.760,0.00,77.00,12,4.474,10.85,1.315,14.27,0.00025,0.014,1015.0,0.314,11/7/2016
-85.07890194,41.49858675,I-13 P0909,16/11/07-10:53:55,CORN,1660,6.470,269.50,1.000,990.13,11/7/2016,On,20.00,Yes,17.94,18.10,6038.5,107.83,5852.7,104.51,In,-0.0032,6553.5,0.0037,0.803,0.00,77.00,12,4.411,10.69,1.245,13.31,0.00021,0.012,1153.1,0.331,11/7/2016
-85.07892447,41.49858649,I-13 P0909,16/11/07-10:53:55,CORN,1661,6.378,269.20,1.000,990.35,11/7/2016,On,20.00,Yes,18.30,18.10,6249.6,111.60,6057.3,108.17,In,-0.0014,6553.5,0.0037,0.792,0.00,78.00,12,4.349,10.54,1.263,13.31,0.00020,0.011,1176.5,0.327,11/7/2016
-85.07894660,41.49858627,I-13 P0909,16/11/07-10:53:55,CORN,1662,6.470,269.40,1.000,990.56,11/7/2016,On,20.00,Yes,18.55,18.10,6246.3,111.54,6054.1,108.11,In,-0.0014,6553.5,0.0037,0.803,0.00,76.00,12,4.411,10.69,1.245,13.31,0.00020,0.011,1192.8,0.331,11/7/2016
-85.07896933,41.49858616,I-13 P0909,16/11/07-10:53:55,CORN,1663,6.378,269.60,1.000,990.65,11/7/2016,On,20.00,Yes,18.85,18.00,6437.9,114.96,6247.5,111.56,In,-2.279e-008,6553.5,0.0037,0.792,0.00,76.00,12,4.349,10.54,1.263,13.31,0.00020,0.011,1211.9,0.327,11/7/2016
-85.07899224,41.49858613,I-13 P0909,16/11/07-10:53:55,CORN,1664,6.562,269.90,1.000,990.73,11/7/2016,On,20.00,Yes,16.20,18.10,5378.6,96.05,5213.1,93.09,In,-0.0032,6553.5,0.0037,0.815,0.00,74.00,12,4.474,10.85,1.228,13.31,0.00023,0.013,1041.7,0.336,11/7/2016
-85.07901523,41.49858607,I-13 P0909,16/11/07-10:53:55,CORN,1665,6.378,270.30,1.000,990.87,11/7/2016,On,20.00,Yes,18.85,18.10,6436.7,114.94,6238.7,111.40,In,-0.0014,6553.5,0.0037,0.792,0.00,74.00,12,4.349,10.54,1.263,13.31,0.00020,0.011,1211.7,0.327,11/7/2016
-85.07903770,41.49858598,I-13 P0909,16/11/07-10:53:55,CORN,1666,6.378,270.40,1.000,990.92,11/7/2016,On,20.00,Yes,19.78,18.10,6753.9,120.61,6546.1,116.89,In,-1.891e-008,6553.5,0.0034,0.853,0.00,73.00,12,4.349,10.54,1.173,12.36,0.00017,0.0097,1271.4,0.352,11/7/2016
-85.07906019,41.49858588,I-13 P0909,16/11/07-10:53:55,CORN,1667,6.378,269.80,1.000,991.02,11/7/2016,On,20.00,Yes,20.16,18.10,6883.9,122.93,6672.1,119.15,In,-0.0036,6553.5,0.0037,0.792,0.00,77.00,12,4.349,10.54,1.263,13.31,0.00018,0.010,1295.9,0.327,11/7/2016
-85.07908192,41.49858578,I-13 P0909,16/11/07-10:53:55,CORN,1668,6.198,269.80,1.000,991.06,11/7/2016,On,20.00,Yes,23.10,18.10,8116.4,144.94,7866.6,140.48,In,-0.0032,6553.5,0.0034,0.829,0.00,73.00,12,4.226,10.24,1.207,12.36,0.00015,0.0083,1484.7,0.342,11/7/2016
-85.07910392,41.49858571,I-13 P0909,16/11/07-10:53:55,CORN,1669,6.198,269.40,1.000,990.99,11/7/2016,On,20.00,Yes,22.37,18.00,7860.8,140.37,7628.2,136.22,In,-0.0027,6553.5,0.0034,0.829,0.00,70.00,12,4.226,10.24,1.207,12.36,0.00015,0.0086,1437.9,0.342,11/7/2016
-85.07912591,41.49858570,I-13 P0909,16/11/07-10:53:55,CORN,1670,6.106,269.80,1.000,990.95,11/7/2016,On,20.00,Yes,26.11,18.10,9314.5,166.33,9027.9,161.21,In,-0.0032,6553.5,0.0034,0.816,0.00,72.00,12,4.163,10.09,1.225,12.36,0.00013,0.0074,1678.6,0.337,11/7/2016
-85.07914806,41.49858560,I-13 P0909,16/11/07-10:53:55,CORN,1671,6.198,269.20,1.000,990.87,11/7/2016,On,20.00,Yes,28.22,18.10,9916.0,177.07,9610.9,171.62,In,-0.0014,6553.5,0.0034,0.829,0.00,72.00,12,4.226,10.24,1.207,12.36,0.00012,0.0068,1813.9,0.342,11/7/2016
-85.07917006,41.49858538,I-13 P0909,16/11/07-10:53:55,CORN,1672,6.289,269.60,1.000,990.76,11/7/2016,On,20.00,Yes,28.52,18.10,9875.7,176.35,9571.8,170.93,In,-0.0027,6553.5,0.0034,0.841,0.00,72.00,12,4.288,10.40,1.189,12.36,0.00012,0.0067,1833.3,0.347,11/7/2016
-85.07919109,41.49858527,I-13 P0909,16/11/07-10:53:55,CORN,1673,6.014,269.80,1.000,990.70,11/7/2016,On,20.00,Yes,31.39,18.10,11367,202.98,11017,196.73,In,-0.0014,6553.5,0.0034,0.804,0.00,76.00,12,4.100,9.940,1.244,12.36,0.00011,0.0061,2017.6,0.332,11/7/2016
-85.07921207,41.49858529,I-13 P0909,16/11/07-10:53:55,CORN,1674,6.106,270.00,1.000,990.65,11/7/2016,On,20.00,Yes,31.48,18.10,11229,200.51,10883,194.34,In,-0.0014,6553.5,0.0034,0.816,0.00,74.00,12,4.163,10.09,1.225,12.36,0.00011,0.0061,2023.6,0.337,11/7/2016
-85.07923366,41.49858547,I-13 P0909,16/11/07-10:53:55,CORN,1675,6.014,270.10,1.000,990.67,11/7/2016,On,20.00,Yes,32.44,18.10,11748,209.79,11387,203.33,In,-0.0027,6553.5,0.0034,0.804,0.00,74.00,12,4.100,9.940,1.244,12.36,0.00011,0.0059,2085.3,0.332,11/7/2016
-85.07925420,41.49858564,I-13 P0909,16/11/07-10:53:55,CORN,1676,5.833,270.30,1.000,990.59,11/7/2016,On,20.00,Yes,32.06,18.10,11969,213.74,11601,207.16,In,-0.0014,6553.5,0.0037,0.724,0.00,74.00,12,3.977,9.642,1.381,13.31,0.00012,0.0065,2060.8,0.299,11/7/2016
-85.07927477,41.49858593,I-13 P0909,16/11/07-10:53:55,CORN,1677,5.925,270.50,1.000,990.64,11/7/2016,On,20.00,Yes,29.36,18.10,10794,192.75,10462,186.82,In,0.00046,6553.5,0.0037,0.736,0.00,74.00,12,4.040,9.794,1.359,13.31,0.00013,0.0071,1887.7,0.303,11/7/2016
-85.07929500,41.49858595,I-13 P0909,16/11/07-10:53:55,CORN,1678,5.741,269.90,1.000,990.70,11/7/2016,On,20.00,Yes,27.51,18.00,10437,186.38,10129,180.87,In,0.00046,6553.5,0.0037,0.713,0.00,78.00,12,3.915,9.490,1.403,13.31,0.00013,0.0075,1768.8,0.294,11/7/2016
-85.07931571,41.49858599,I-13 P0909,16/11/07-10:53:55,CORN,1679,5.925,269.40,1.000,990.74,11/7/2016,On,20.00,Yes,26.51,18.10,9746.1,174.04,9446.2,168.68,In,-1.891e-008,6553.5,0.0037,0.736,0.00,79.00,12,4.040,9.794,1.359,13.31,0.00014,0.0078,1704.5,0.303,11/7/2016
-85.07933626,41.49858596,I-13 P0909,16/11/07-10:53:55,CORN,1680,5.925,268.80,1.000,990.87,11/7/2016,On,20.00,Yes,24.69,18.10,9074.2,162.04,8795.0,157.05,In,0.00091,6553.5,0.0037,0.736,0.00,79.00,12,4.040,9.794,1.359,13.31,0.00015,0.0084,1587.0,0.303,11/7/2016
-85.07935683,41.49858580,I-13 P0909,16/11/07-10:53:55,CORN,1681,5.741,269.10,1.000,991.04,11/7/2016,On,20.00,Yes,24.28,18.10,9208.7,164.44,8925.4,159.38,In,-1.890e-008,6553.5,0.0037,0.713,0.00,78.00,12,3.915,9.490,1.403,13.31,0.00015,0.0085,1560.6,0.294,11/7/2016
-85.07937675,41.49858583,I-13 P0909,16/11/07-10:53:55,CORN,1682,5.925,269.70,1.000,991.15,11/7/2016,On,20.00,Yes,24.77,18.10,9105.0,162.59,8824.9,157.59,In,-0.0036,6553.5,0.0037,0.736,0.00,76.00,12,4.040,9.794,1.359,13.31,0.00015,0.0084,1592.4,0.303,11/7/2016
-85.07939770,41.49858585,I-13 P0909,16/11/07-10:53:55,CORN,1683,5.833,269.70,1.000,991.28,11/7/2016,On,20.00,Yes,25.10,18.10,9370.5,167.33,9082.2,162.18,In,-0.0014,6553.5,0.0037,0.724,0.00,77.00,12,3.977,9.642,1.381,13.31,0.00015,0.0083,1613.4,0.299,11/7/2016
-85.07941812,41.49858584,I-13 P0909,16/11/07-10:53:55,CORN,1684,5.833,269.90,1.000,991.44,11/7/2016,On,20.00,Yes,23.87,18.10,8913.4,159.17,8639.2,154.27,In,0.00091,6553.5,0.0037,0.724,0.00,76.00,12,3.977,9.642,1.381,13.31,0.00015,0.0087,1534.7,0.299,11/7/2016
-85.07943869,41.49858577,I-13 P0909,16/11/07-10:53:55,CORN,1685,5.833,270.00,1.000,991.62,11/7/2016,On,20.00,Yes,25.55,18.10,9539.6,170.35,9246.0,165.11,In,0.00046,6553.5,0.0037,0.724,0.00,74.00,12,3.977,9.642,1.381,13.31,0.00014,0.0081,1642.5,0.299,11/7/2016
-85.07945907,41.49858581,I-13 P0909,16/11/07-10:53:55,CORN,1686,5.925,270.10,1.000,991.79,11/7/2016,On,20.00,Yes,24.96,18.10,9175.9,163.86,8893.6,158.81,In,0.00091,6553.5,0.0037,0.736,0.00,76.00,12,4.040,9.794,1.359,13.31,0.00015,0.0083,1604.7,0.303,11/7/2016
-85.07947912,41.49858598,I-13 P0909,16/11/07-10:53:55,CORN,1687,5.741,270.20,1.000,991.94,11/7/2016,On,20.00,Yes,25.32,18.10,9606.3,171.54,9310.7,166.26,In,-0.0027,6553.5,0.0037,0.713,0.00,78.00,12,3.915,9.490,1.403,13.31,0.00015,0.0082,1627.9,0.294,11/7/2016
-85.07949902,41.49858611,I-13 P0909,16/11/07-10:53:55,CORN,1688,5.741,270.20,1.000,992.17,11/7/2016,On,20.00,Yes,25.04,18.10,9498.2,169.61,9205.9,164.39,In,-0.0036,6553.5,0.0037,0.713,0.00,77.00,12,3.915,9.490,1.403,13.31,0.00015,0.0083,1609.6,0.294,11/7/2016
-85.07951844,41.49858630,I-13 P0909,16/11/07-10:53:55,CORN,1689,5.741,269.90,1.000,992.40,11/7/2016,On,20.00,Yes,23.54,18.10,8928.8,159.44,8654.1,154.54,In,-0.0027,6553.5,0.0037,0.713,0.00,79.00,12,3.915,9.490,1.403,13.31,0.00016,0.0088,1513.1,0.294,11/7/2016
-85.07953896,41.49858618,I-13 P0909,16/11/07-10:53:55,CORN,1690,5.741,269.10,1.000,992.61,11/7/2016,On,20.00,Yes,22.87,18.10,8675.7,154.92,8408.8,150.16,In,-1.891e-008,6553.5,0.0040,0.665,0.00,79.00,12,3.915,9.490,1.503,14.27,0.00017,0.0097,1470.2,0.274,11/7/2016
-85.07955899,41.49858594,I-13 P0909,16/11/07-10:53:55,CORN,1691,5.650,269.20,1.000,992.84,11/7/2016,On,20.00,Yes,22.89,18.10,8825.7,157.60,8554.1,152.75,In,-0.0014,6553.5,0.0037,0.701,0.00,77.00,12,3.852,9.338,1.426,13.31,0.00016,0.0090,1471.7,0.289,11/7/2016
-85.07957863,41.49858572,I-13 P0909,16/11/07-10:53:55,CORN,1692,5.741,269.20,1.000,993.09,11/7/2016,On,20.00,Yes,21.68,18.10,8222.7,146.83,7969.7,142.32,In,-0.0032,6553.5,0.0037,0.713,0.00,78.00,12,3.915,9.490,1.403,13.31,0.00017,0.0096,1393.4,0.294,11/7/2016
-85.07959863,41.49858527,I-13 P0909,16/11/07-10:53:55,CORN,1693,5.741,269.40,1.000,993.36,11/7/2016,On,20.00,Yes,20.38,18.10,7732.4,138.08,7494.5,133.83,In,-0.0032,6553.5,0.0037,0.713,0.00,77.00,12,3.915,9.490,1.403,13.31,0.00018,0.010,1310.4,0.294,11/7/2016
-85.07961831,41.49858516,I-13 P0909,16/11/07-10:53:55,CORN,1694,5.650,269.70,1.000,993.52,11/7/2016,On,20.00,Yes,17.75,18.10,6843.3,122.20,6632.8,118.44,In,-1.889e-008,6553.5,0.0037,0.701,0.00,74.00,12,3.852,9.338,1.426,13.31,0.00021,0.012,1141.1,0.289,11/7/2016
-85.07963805,41.49858506,I-13 P0909,16/11/07-10:53:55,CORN,1695,5.650,269.90,1.000,993.78,11/7/2016,On,20.00,Yes,18.98,18.10,7317.7,130.67,7092.5,126.65,In,-0.0036,6553.5,0.0037,0.701,0.00,78.00,12,3.852,9.338,1.426,13.31,0.00019,0.011,1220.2,0.289,11/7/2016
-85.07965837,41.49858514,I-13 P0909,16/11/07-10:53:55,CORN,1696,5.833,270.10,1.000,993.94,11/7/2016,On,20.00,Yes,15.09,18.10,5634.6,100.62,5461.3,97.52,In,-0.0032,6553.5,0.0037,0.724,0.00,78.00,12,3.977,9.642,1.381,13.31,0.00025,0.014,970.15,0.299,11/7/2016
