lat,lon,speed,ts,data
40.7246,-102.1891,0.037,1499184474,0
40.7246,-102.1891,0.01,1499184475,0
40.7246,-102.1891,0.012,1499184476,0
40.7246,-102.1891,0.015,1499184477,0
40.7246,-102.1891,0.012,1499184478,0
40.7246,-102.1891,0.008,1499184479,0
40.7246,-102.1891,0.01,1499184480,0
40.7246,-102.1891,0.052,1499184481,0
40.7246,-102.1891,0.031,1499184482,0
40.7246,-102.1891,0.016,1499184483,0
40.7246,-102.1891,0.022,1499184484,0
40.7246,-102.1891,0.007,1499184485,0
40.7246,-102.1891,0.009,1499184486,0
40.7246,-102.1891,0.002,1499184487,0
40.7246,-102.1891,0.007,1499184488,0
40.7246,-102.1891,0.03,1499184489,0
40.7246,-102.1891,0.022,1499184490,0
40.7246,-102.1891,0.027,1499184491,0
40.7246,-102.1891,0.007,1499184492,0
40.7246,-102.1891,0.012,1499184493,0
40.7246,-102.1891,0.013,1499184494,0
40.7246,-102.1891,0.013,1499184495,0
40.7246,-102.1891,0.033,1499184496,0
40.7246,-102.1891,0.015,1499184497,0
40.7246,-102.1891,0.006,1499184498,0
40.7246,-102.1891,0.022,1499184499,0
40.7246,-102.1891,0.013,1499184500,0
40.7246,-102.1891,0.02,1499184501,0
40.7246,-102.1891,0.031,1499184502,0
40.7246,-102.1891,0.004,1499184503,0
40.7246,-102.1891,0.024,1499184504,0
40.7246,-102.1891,0.012,1499184505,0
40.7246,-102.1891,0.011,1499184506,0
40.7246,-102.1891,0.012,1499184507,0
40.7246,-102.1891,0.013,1499184508,0
40.7246,-102.1891,0.012,1499184509,0
40.7246,-102.1891,0.014,1499184510,0
40.7246,-102.1891,0.011,1499184511,0
40.7246,-102.1891,0.005,1499184512,0
40.7246,-102.1891,0.018,1499184513,0
40.7246,-102.1891,0.015,1499184514,0
40.7246,-102.1891,0.024,1499184515,0
40.7246,-102.1891,0.011,1499184516,0
40.7246,-102.1891,0.019,1499184517,0
40.7246,-102.1891,0.01,1499184518,0
40.7246,-102.1891,0.007,1499184519,0
40.7246,-102.1891,0.013,1499184520,0
40.7246,-102.1891,0.01,1499184521,0
